,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,52,52,52,52,52,52,52,52,52,52,52
Regularized.training.gain,2.7781,2.761,3.0215,2.836,2.7338,2.9591,2.7405,3.0328,3.0205,2.7361,2.8619
Unregularized.training.gain,3.4131,3.3656,3.6623,3.4615,3.3686,3.6175,3.368,3.7631,3.7602,3.3368,3.5117
Iterations,1040,740,660,900,840,1040,740,880,1120,760,872
Training.AUC,0.984,0.984,0.9871,0.9835,0.9839,0.9861,0.9835,0.9861,0.9855,0.9862,0.985
X.Test.samples,13,13,13,13,13,13,13,13,13,13,13
Test.gain,3.0904,3.1616,2.0435,2.9658,3.1879,2.5099,3.4731,1.8904,2.0628,3.1039,2.7489
Test.AUC,0.9798,0.9757,0.9552,0.9769,0.983,0.9663,0.9842,0.9542,0.9605,0.9769,0.9713
AUC.Standard.Deviation,0.0099,0.0107,0.0119,0.0087,0.006,0.0109,0.0067,0.0134,0.0119,0.0117,0.0102
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,3.6469,2.9607,2.8652,4.2452,3.7312,1.4151,3.432,2.195,2.7045,2.2678,2.9464
annual_precipitation.contribution,0.6223,1.3838,1.6936,2.8573,2.9583,3.0723,3.6057,3.5495,4.2345,4.6038,2.8581
barren_vegetation.contribution,0.0765,1.3073,4.1765,4.0725,4.1145,4.7182,4.7636,4.0947,4.1137,4.3227,3.576
closed_shrubland.contribution,0,0,0,0,0,0,0,0,0,0,0
croplands.contribution,7.0759,5.6199,5.5244,7.1349,5.0268,8.0645,6.3589,7.652,6.3764,6.1698,6.5004
deciduous_broadleaf_forest.contribution,2.0039,2.1773,0.9286,1.0147,0.8397,1.2783,1.0637,1.2052,1.1699,2.0026,1.3684
deciduous_needleleaf_forest.contribution,0.1462,0.0237,0,0.1772,0.112,0.0272,0.0922,0.0671,0.0158,0.027,0.0688
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,6.7669,4.1628,5.8992,5.7353,4.7474,5.6717,5.6896,9.344,9.7944,7.4844,6.5296
grasslands.contribution,2.5832,3.6082,5.1738,5.1258,7.0744,6.8476,8.2818,9.2895,9.9507,9.4926,6.7428
mixed_forests.contribution,55.7829,53.2853,46.6696,49.7914,49.0249,44.2031,42.6606,38.7076,37.9852,37.6377,45.5748
open_shrublands.contribution,1.2938,1.4075,2.6546,0.0822,1.1134,0.0342,0.0644,0.0569,0.0014,0.7563,0.7465
precipitation_seasonality.contribution,1.9296,2.4636,2.6235,2.4166,2.8795,3.2337,3.4571,2.9585,3.6717,3.9523,2.9586
savannas.contribution,0.0783,0.1818,0,0.0794,0.1729,0.2223,0.088,0.0967,0.0464,0.0676,0.1033
snow_ice.contribution,0,0,0,0,0,0,0,0,0,0,0
temperature_seasonality.contribution,13.1035,13.7849,12.5636,10.2908,9.5459,11.1273,9.3601,10.6294,8.2797,7.4338,10.6119
urban_areas.contribution,2.7163,4.4197,7.3945,5.5287,7.3706,8.3379,9.6913,8.568,9.492,10.9655,7.4484
wetlands.contribution,1.0422,0.9678,0.5448,0.8288,0.8543,0.5139,0.9096,0.662,1.7147,1.2505,0.9289
woody_savannas.contribution,1.1315,2.2457,1.2882,0.6191,0.4343,1.2329,0.4815,0.924,0.4489,1.5656,1.0372
annual_mean_temperature.permutation.importance,48.1339,53.0576,50.9283,43.2028,54.1821,43.2632,37.6097,21.6805,44.2766,45.9016,44.2236
annual_precipitation.permutation.importance,8.5523,7.9995,10.9745,11.2079,6.3958,6.5344,9.0762,9.6589,6.7366,7.42,8.4556
barren_vegetation.permutation.importance,1.5691,0,0.1891,0,0,0,0,0,1.1584,0,0.2917
closed_shrubland.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
croplands.permutation.importance,1.6377,0.1816,0.1661,1.1292,0.5937,2.3672,1.0553,4.6596,0.963,1.6314,1.4385
deciduous_broadleaf_forest.permutation.importance,0.3988,0.0605,0.1187,0.1817,0.057,0.0601,0.0249,0.0245,0,0.1448,0.1071
deciduous_needleleaf_forest.permutation.importance,0.0014,0,0,0,6e-04,0.02,0.0054,0.0055,0.0068,0.0156,0.0055
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,0,0,0.2805,0,0.2238,0,0,0.8442,0,0.3956,0.1744
grasslands.permutation.importance,10.4407,5.1157,10.0292,7.9502,4.2028,3.9236,3.7411,4.0627,7.469,4.8397,6.1775
mixed_forests.permutation.importance,9.5412,11.0111,8.2146,17.1454,14.5933,17.0956,16.9522,36.7835,6.3667,9.2994,14.7003
open_shrublands.permutation.importance,0,0.0908,0.3128,0.0053,0.4639,0.3227,0.1025,0.0735,0.0031,0.0497,0.1424
precipitation_seasonality.permutation.importance,10.7165,14.2494,11.0526,16.7721,16.2308,16.805,27.464,14.2153,28.8527,20.0848,17.6443
savannas.permutation.importance,0.3829,0.5832,0,0.3545,0.4555,1.0704,0.5223,0.7071,0.2743,0.5039,0.4854
snow_ice.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
temperature_seasonality.permutation.importance,1.3619,2.2647,2.008,1.382,0.437,2.0826,1.4302,4.4332,2.2225,2.5638,2.0186
urban_areas.permutation.importance,1.0119,1.1775,3.2874,0.4984,1.8472,2.725,2.0162,0.6747,0.9217,1.6972,1.5857
wetlands.permutation.importance,0.0622,0,0,0,0.0138,0,0,0,0.7071,0.602,0.1385
woody_savannas.permutation.importance,6.1895,4.2082,2.4381,0.1705,0.3028,3.7302,0,2.1767,0.0413,4.8505,2.4108
