,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,197,197,197,197,197,197,197,197,197,197,197
Regularized.training.gain,2.3944,2.333,2.355,2.4001,2.3259,2.394,2.3915,2.3098,2.3729,2.3471,2.3624
Unregularized.training.gain,2.7908,2.6911,2.7451,2.8187,2.7124,2.7689,2.7455,2.6644,2.7499,2.7382,2.7425
Iterations,2460,2060,1660,2000,2420,2120,2120,1940,2240,2120,2114
Training.AUC,0.9745,0.9726,0.9739,0.9734,0.9718,0.9743,0.9735,0.9725,0.9741,0.9729,0.9733
X.Test.samples,49,49,49,49,49,49,49,49,49,49,49
Test.gain,2.2024,2.5014,2.3734,2.232,2.5315,2.1225,2.213,2.5212,2.3178,2.3824,2.3398
Test.AUC,0.9587,0.9681,0.9629,0.9605,0.9678,0.9538,0.9587,0.972,0.9602,0.9621,0.9625
AUC.Standard.Deviation,0.0068,0.0056,0.0076,0.0069,0.0055,0.0091,0.0075,0.0053,0.0088,0.0096,0.0073
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,18.878,10.6151,14.6946,15.6542,12.8579,12.5925,13.364,10.4955,9.9621,10.7781,12.9892
annual_precipitation.contribution,1.0081,9.8367,1.6973,1.9264,1.729,1.9578,1.9153,6.137,2.1469,2.1274,3.0482
barren_vegetation.contribution,3.3415,3.2153,3.4589,3.0804,3.1431,2.7052,2.8386,3.5636,3.7949,3.2727,3.2414
closed_shrubland.contribution,0.3532,0.1273,0.2381,0.1701,0.0315,0.1455,0.0283,0.0475,0.1018,0.2844,0.1528
croplands.contribution,19.1941,20.465,22.2747,20.0948,19.1205,20.2505,20.0796,18.6275,16.9378,18.4404,19.5485
deciduous_broadleaf_forest.contribution,0.7137,1.4426,2.5586,2.146,2.2786,2.6622,3.1013,3.4248,3.3007,3.3104,2.4939
deciduous_needleleaf_forest.contribution,0.0737,0.1281,0.0376,0.2971,0.1143,0.0453,0.0683,0.0442,0.0621,0.1814,0.1052
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,1.7802,2.9676,2.4103,2.7725,3.2041,3.559,3.8473,4.3347,4.2818,4.2691,3.3427
grasslands.contribution,2.9022,3.449,3.5718,3.6649,4.5927,4.7862,4.8788,6.049,6.0906,6.2668,4.6252
mixed_forests.contribution,19.2521,19.2154,15.8581,16.9627,16.9255,16.3141,15.3886,13.785,15.9643,16.2609,16.5927
open_shrublands.contribution,4.2321,2.368,2.8678,2.8797,3.1979,3.5302,3.3789,2.7415,3.2395,2.2263,3.0662
precipitation_seasonality.contribution,1.4478,1.0094,1.4473,1.0863,1.3403,0.8059,1.1195,1.0669,1.1018,1.3589,1.1784
savannas.contribution,0.003,0.0017,0.0091,0,0,0.045,0,0.0111,0.005,0,0.0075
snow_ice.contribution,0,0.0029,0.0519,0,0,0.0381,0.0386,0.0045,0.0014,3e-04,0.0138
temperature_seasonality.contribution,20.8174,19.1728,22.892,20.5575,22.3679,21.6417,19.2707,18.0201,20.822,19.9574,20.5519
urban_areas.contribution,4.6997,3.8573,3.4615,5.8067,5.7105,5.5284,7.0515,7.6019,7.9768,6.7688,5.8463
wetlands.contribution,0.2011,0.1507,0.1897,0.2392,0.3384,0.3122,0.3237,0.3395,0.3996,0.3591,0.2853
woody_savannas.contribution,1.1021,1.975,2.2807,2.6615,3.0479,3.08,3.3068,3.7059,3.8109,4.1375,2.9108
annual_mean_temperature.permutation.importance,31.5133,30.3662,29.6124,33.2409,28.8366,32.0445,31.1688,32.919,32.624,30.4588,31.2785
annual_precipitation.permutation.importance,3.8222,3.1048,4.5402,1.6856,1.9129,2.8052,3.1385,6.5558,2.3698,3.4183,3.3353
barren_vegetation.permutation.importance,2.1386,2.255,1.9825,2.0407,1.8565,2.5207,2.4132,2.5347,2.2091,1.8216,2.1773
closed_shrubland.permutation.importance,0.1314,0,0.066,0.0862,0.0065,0.0725,0.0045,0.0117,0.0511,0.2394,0.0669
croplands.permutation.importance,15.7808,18.0977,18.0357,15.2029,18.6868,15.2938,15.1362,16.6113,16.7911,18.3254,16.7962
deciduous_broadleaf_forest.permutation.importance,0.7119,1.0391,1.2048,1.1248,0.9223,0.587,1.4323,1.3342,0.8495,0.7044,0.991
deciduous_needleleaf_forest.permutation.importance,0.4784,0.0957,0.0891,0.3462,0.2247,0.0299,0.3182,0.2457,0.1138,0.5393,0.2481
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,0.9067,0.8173,0.9437,0.9393,1.0283,1.0847,0.7707,1.1281,1.152,0.8801,0.9651
grasslands.permutation.importance,6.1665,6.3858,6.0724,5.1725,6.6055,5.3861,4.9468,6.4616,5.7295,5.9094,5.8836
mixed_forests.permutation.importance,4.5753,6.1459,5.0032,5.5407,6.277,4.8449,4.52,3.7885,4.538,5.323,5.0556
open_shrublands.permutation.importance,2.7478,1.4799,0.8473,2.3419,1.2914,2.3798,2.694,1.3555,1.041,1.173,1.7352
precipitation_seasonality.permutation.importance,1.3741,0.7937,1.7138,0.5695,1.4833,0.7801,1.0795,0.8456,0.7569,1.3959,1.0792
savannas.permutation.importance,0,0,0.0012,0,0,0.0666,0,0.0321,0.0023,0,0.0102
snow_ice.permutation.importance,0,0.0144,0.0892,0,0,0.0355,0.0663,0.0064,0.0089,0.0036,0.0224
temperature_seasonality.permutation.importance,23.8111,24.1426,24.2248,26.0034,25.7843,27.9171,27.2798,20.8619,26.1996,24.6965,25.0921
urban_areas.permutation.importance,1.7476,1.7429,1.7049,2.1134,2.07,1.52,1.9079,1.7376,1.9711,1.6731,1.8189
wetlands.permutation.importance,1.0351,0.6365,0.9809,0.8846,0.6996,0.5096,0.6244,0.6437,0.8895,0.6709,0.7575
woody_savannas.permutation.importance,3.0592,2.8825,2.8879,2.7073,2.3142,2.1221,2.499,2.9265,2.7028,2.7674,2.6869
Training.gain.without.annual_mean_temperature,2.163,2.1031,2.1214,2.1331,2.1127,2.1571,2.1511,2.0519,2.1488,2.1112,2.1253
Training.gain.without.annual_precipitation,2.3607,2.2973,2.3243,2.3569,2.291,2.3596,2.3604,2.274,2.3366,2.3206,2.3281
Training.gain.without.barren_vegetation,2.3878,2.3254,2.3496,2.3931,2.319,2.3861,2.3845,2.3023,2.3664,2.3417,2.3556
Training.gain.without.closed_shrubland,2.3893,2.3316,2.3512,2.3962,2.3245,2.3916,2.3919,2.3094,2.369,2.3349,2.359
Training.gain.without.croplands,2.2872,2.228,2.2486,2.3024,2.2379,2.3076,2.2892,2.2,2.26,2.2337,2.2595
Training.gain.without.deciduous_broadleaf_forest,2.3679,2.2879,2.2971,2.3549,2.2994,2.3537,2.3322,2.2609,2.334,2.3215,2.3209
Training.gain.without.deciduous_needleleaf_forest,2.3877,2.3307,2.3506,2.3888,2.3192,2.3911,2.3862,2.3066,2.3684,2.3389,2.3568
Training.gain.without.evergreen_broadleaf_forest,2.3943,2.3332,2.3552,2.3995,2.3253,2.3939,2.3918,2.3098,2.3732,2.3471,2.3623
Training.gain.without.evergreen_needleleaf_forest,2.3605,2.2787,2.308,2.3563,2.3032,2.3489,2.341,2.2638,2.3323,2.3212,2.3214
Training.gain.without.grasslands,2.3377,2.2871,2.3187,2.3529,2.2826,2.3496,2.3429,2.2595,2.3224,2.3067,2.316
Training.gain.without.mixed_forests,2.3151,2.2389,2.2683,2.3084,2.2306,2.3111,2.31,2.248,2.2912,2.249,2.2771
Training.gain.without.open_shrublands,2.365,2.3165,2.34,2.3703,2.3041,2.3657,2.3559,2.2924,2.3557,2.3319,2.3397
Training.gain.without.precipitation_seasonality,2.3672,2.3087,2.3295,2.3746,2.2943,2.3834,2.3658,2.2862,2.3482,2.3076,2.3365
Training.gain.without.savannas,2.3936,2.3329,2.3551,2.4002,2.3254,2.3928,2.3917,2.3098,2.3729,2.3472,2.3622
Training.gain.without.snow_ice,2.3942,2.3331,2.3531,2.4002,2.3254,2.393,2.3904,2.3097,2.3731,2.347,2.3619
Training.gain.without.temperature_seasonality,2.1516,2.09,2.0951,2.104,2.0515,2.1016,2.1097,2.0925,2.1018,2.0817,2.0979
Training.gain.without.urban_areas,2.3192,2.2727,2.2762,2.3106,2.2408,2.3169,2.3051,2.2337,2.297,2.2973,2.287
Training.gain.without.wetlands,2.3789,2.325,2.3482,2.3867,2.3141,2.3892,2.3855,2.3038,2.3561,2.3379,2.3525
Training.gain.without.woody_savannas,2.3093,2.2383,2.2653,2.3202,2.2432,2.3349,2.3305,2.2334,2.3047,2.26,2.284
Training.gain.with.only.annual_mean_temperature,1.1341,1.1079,1.1183,1.1564,1.1247,1.1898,1.1185,1.1247,1.137,1.1162,1.1328
Training.gain.with.only.annual_precipitation,0.8324,0.8368,0.8444,0.8471,0.8157,0.8358,0.8315,0.8178,0.8385,0.8313,0.8331
Training.gain.with.only.barren_vegetation,0.4587,0.4587,0.4587,0.4587,0.4587,0.4587,0.4587,0.4587,0.4587,0.4587,0.4587
Training.gain.with.only.closed_shrubland,0.008,0.0023,0.008,0.008,0.0023,0.008,0.0023,0.0023,0.0066,0.0144,0.0062
Training.gain.with.only.croplands,0.8482,0.8278,0.8383,0.8489,0.8283,0.874,0.8664,0.8068,0.8038,0.8023,0.8345
Training.gain.with.only.deciduous_broadleaf_forest,0.1105,0.1002,0.099,0.115,0.0781,0.0987,0.1287,0.1172,0.106,0.1032,0.1057
Training.gain.with.only.deciduous_needleleaf_forest,0.0277,0.0277,0.0277,0.0396,0.0277,0.0277,0.0277,0.0277,0.0277,0.0396,0.0301
Training.gain.with.only.evergreen_broadleaf_forest,0,0,0,0,0,0,0,0,0,0,0
Training.gain.with.only.evergreen_needleleaf_forest,0.2928,0.3243,0.2578,0.2469,0.2496,0.2502,0.2756,0.2728,0.2675,0.2537,0.2691
Training.gain.with.only.grasslands,0.0169,0.0145,0.0186,0.0223,0.0183,0.0282,0.0234,0.0097,0.0139,0.0146,0.018
Training.gain.with.only.mixed_forests,0.8347,0.8222,0.7776,0.8134,0.8127,0.8089,0.7788,0.7275,0.7754,0.7742,0.7925
Training.gain.with.only.open_shrublands,0.2705,0.252,0.252,0.2705,0.264,0.2848,0.2848,0.252,0.252,0.252,0.2635
Training.gain.with.only.precipitation_seasonality,0.4151,0.4105,0.4363,0.4133,0.4171,0.4282,0.4356,0.4046,0.4142,0.4142,0.4189
Training.gain.with.only.savannas,0.0328,0.0278,0.0328,0.0301,0.0301,0.0387,0.0301,0.0364,0.0278,0.0301,0.0317
Training.gain.with.only.snow_ice,0.0075,0.0075,0.0149,0.0075,0.0075,0.0149,0.0149,0.0075,0.0075,0.0075,0.0097
Training.gain.with.only.temperature_seasonality,0.5804,0.543,0.5407,0.5625,0.548,0.5804,0.5599,0.5153,0.5761,0.5568,0.5563
Training.gain.with.only.urban_areas,0.4522,0.3842,0.3674,0.4279,0.3924,0.3994,0.4482,0.4161,0.4459,0.3634,0.4097
Training.gain.with.only.wetlands,0.0366,0.0361,0.0496,0.0374,0.0357,0.037,0.0366,0.0478,0.0358,0.0374,0.039
Training.gain.with.only.woody_savannas,0.0373,0.0395,0.0287,0.0344,0.0395,0.0367,0.032,0.035,0.0314,0.0344,0.0349
Test.gain.without.annual_mean_temperature,1.9625,2.235,2.1489,2.132,2.2208,1.9247,2.0453,2.3596,2.0535,2.1732,2.1256
Test.gain.without.annual_precipitation,2.1748,2.453,2.3287,2.2167,2.4696,2.0884,2.1605,2.4631,2.2965,2.3208,2.2972
Test.gain.without.barren_vegetation,2.1991,2.4955,2.3619,2.219,2.5172,2.1233,2.2102,2.5108,2.3118,2.3757,2.3325
Test.gain.without.closed_shrubland,2.2258,2.4965,2.394,2.2414,2.529,2.1303,2.2101,2.5141,2.324,2.4655,2.3531
Test.gain.without.croplands,2.1173,2.4099,2.2517,2.1041,2.4127,1.9375,2.0794,2.438,2.2759,2.3193,2.2346
Test.gain.without.deciduous_broadleaf_forest,2.1451,2.5159,2.4704,2.2385,2.4806,2.1065,2.2762,2.5547,2.2906,2.3049,2.3383
Test.gain.without.deciduous_needleleaf_forest,2.221,2.4946,2.3719,2.2682,2.5344,2.1072,2.2169,2.5077,2.313,2.4325,2.3467
Test.gain.without.evergreen_broadleaf_forest,2.2082,2.5032,2.3775,2.2362,2.5333,2.1293,2.2141,2.5151,2.3165,2.3932,2.3427
