,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314
Regularized.training.gain,3.6059,8.6298,2.3077,7.7826,6.6352,2.3215,2.992,9.6907,5.8992,6.1529,5.6018
Unregularized.training.gain,42.3598,25.9619,2.6984,26.3126,20.9965,2.8242,8.9635,31.403,36.1489,21.5803,21.9249
Iterations,10000,10000,2660,10000,10000,3680,10000,10000,10000,10000,8634
Training.AUC,0.9584,0.958,0.9596,0.9586,0.9576,0.9585,0.9575,0.959,0.9598,0.9576,0.9585
X.Test.samples,328,328,328,328,328,328,328,328,328,328,328
Test.gain,68.8876,8.6439,2.5888,14.3341,11.2572,2.6876,10.2173,8.4774,43.9322,15.0916,18.6118
Test.AUC,0.9535,0.9578,0.9541,0.954,0.958,0.9537,0.9581,0.9552,0.9535,0.9593,0.9557
AUC.Standard.Deviation,0.0035,0.0032,0.0036,0.0033,0.0032,0.0035,0.0033,0.0036,0.0035,0.0028,0.0034
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,5.2455,2.112,8.8988,3.1132,4.146,11.141,8.5734,2.4383,4.8417,4.5834,5.5093
annual_precipitation.contribution,12.6699,4.6865,16.7818,4.246,5.2705,13.43,10.3806,4.4506,5.946,5.5738,8.3436
barren_vegetation.contribution,0.02,0.2232,0.8291,0.6496,0.3338,0.9838,0.8134,0.3515,0.543,0.5202,0.5268
closed_shrubland.contribution,0.5667,0.1778,0.6433,0.2193,0.2159,0.5711,0.532,0.152,0.2867,0.2357,0.3601
croplands.contribution,0.651,0.3552,1.9506,0.7072,1.4688,2.4796,2.4279,0.9555,1.7085,1.5761,1.428
deciduous_broadleaf_forest.contribution,0.6721,0.3177,0.9365,0.2948,0.4463,1.044,0.7701,0.2844,0.5085,0.4886,0.5763
deciduous_needleleaf_forest.contribution,0.1165,0.0913,0.4995,0.1965,0.3274,0.8124,0.7327,0.282,0.5261,0.4945,0.4079
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,8.9687,3.4215,14.1416,4.1468,4.9398,13.5516,11.5902,4.1451,7.0781,6.2206,7.8204
grasslands.contribution,1.4372,0.4873,1.9953,0.6933,0.8396,3.1297,3.3996,1.1125,1.74,1.5947,1.6429
mixed_forests.contribution,12.019,5.087,16.63,5.4695,6.3671,15.6825,12.5962,4.4638,7.4161,6.6612,9.2392
open_shrublands.contribution,1.1604,0.3846,1.2456,0.5017,0.4869,1.2197,0.9969,0.3161,0.6812,0.6087,0.7602
precipitation_seasonality.contribution,2.0785,0.8875,5.0298,1.5617,1.8204,4.7231,3.4984,2.0281,2.0693,1.8948,2.5592
savannas.contribution,0.1041,0.0359,0.1631,0.0319,0.0555,0.1258,0.1254,0.0297,0.1655,0.0502,0.0887
snow_ice.contribution,0.1746,0.0664,0.3413,0.1099,0.1902,0.562,0.4723,0.2325,0.3806,0.3618,0.2892
temperature_seasonality.contribution,12.0444,4.6314,17.9585,5.6997,6.6651,16.2155,12.5951,4.1854,6.9996,6.3809,9.3376
urban_areas.contribution,40.0403,76.0843,7.9314,71.1573,64.951,9.8682,27.1435,73.2882,56.7202,60.6951,48.788
wetlands.contribution,0.5299,0.2324,1.098,0.2604,0.3422,1.0176,0.6985,0.2447,0.467,0.406,0.5297
woody_savannas.contribution,1.5012,0.7183,2.926,0.9413,1.1335,3.4422,2.6538,1.0397,1.9217,1.6537,1.7931
annual_mean_temperature.permutation.importance,36.9807,42.9077,38.1535,43.4119,39.8736,39.3724,37.4637,40.1305,35.7422,44.5075,39.8544
annual_precipitation.permutation.importance,19.515,10.6375,15.9292,10.7886,16.1862,15.0632,20.1028,13.7948,18.5167,10.7686,15.1303
barren_vegetation.permutation.importance,0.1146,1.0107,0.4707,1.5013,0.2415,2.5713,0.7918,2.0131,0.1426,2.0037,1.0861
closed_shrubland.permutation.importance,0.405,0.3204,0.3167,0.3045,0.3101,0.2983,0.3231,0.2916,0.2746,0.3478,0.3192
croplands.permutation.importance,7.1131,6.1496,5.7809,3.9063,5.5319,6.2173,5.2559,5.9956,5.8883,3.9227,5.5762
deciduous_broadleaf_forest.permutation.importance,0.7101,0.4583,0.738,0.4274,0.5841,0.7321,0.6939,0.5538,0.8377,0.527,0.6262
deciduous_needleleaf_forest.permutation.importance,0.0616,0.1001,0.1181,0.1306,0.1163,0.0872,0.0833,0.1017,0.1732,0.1301,0.1102
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,0.4962,0.2059,0.3719,0.2673,0.4007,0.3378,0.2917,0.3785,0.3794,0.2629,0.3392
grasslands.permutation.importance,3.9528,3.4117,3.6758,3.1626,3.1472,3.9336,3.4473,3.7945,4.4124,3.0325,3.597
mixed_forests.permutation.importance,2.0223,0.6982,1.6735,0.6175,0.7978,1.7349,1.2222,1.0237,1.6852,0.6543,1.213
open_shrublands.permutation.importance,0.4857,0.1499,0.442,0.078,0.2941,0.5834,0.5532,0.4344,0.5309,0.1747,0.3726
precipitation_seasonality.permutation.importance,6.7572,9.0989,8.3792,10.977,8.7834,7.7833,7.4436,8.9916,7.9875,9.0347,8.5236
savannas.permutation.importance,0.1018,0.2983,0.0959,0.0158,0.0186,0.0071,0.1472,0.0065,0,0.0219,0.0713
snow_ice.permutation.importance,0.4652,0.103,0.546,0.6253,0.6226,0.6754,0.6057,0.7822,0.6304,0.5816,0.5637
temperature_seasonality.permutation.importance,16.7053,20.0526,19.509,20.1166,19.419,16.9239,17.7696,18.6135,18.7185,19.9521,18.778
urban_areas.permutation.importance,1.847,1.5298,1.765,1.6361,1.673,1.4677,1.804,1.2589,1.6744,1.8073,1.6463
wetlands.permutation.importance,1.5744,1.0726,1.3478,1.1307,1.0043,1.3504,1.3458,1.1326,1.6629,1.306,1.2928
woody_savannas.permutation.importance,0.692,1.7947,0.6868,0.9026,0.9958,0.8609,0.6553,0.7025,0.7431,0.9644,0.8998
Training.gain.without.annual_mean_temperature,2.3776,22.5538,2.1782,7.5987,24.4327,2.1669,6.7752,8.9937,4.0997,6.5441,8.7721
Training.gain.without.annual_precipitation,2.4183,9.1624,2.2661,7.6125,6.7654,2.2603,3.9687,9.4963,10.1076,6.1666,6.0224
Training.gain.without.barren_vegetation,2.4673,11.5249,2.3071,8.7991,8.6472,2.3205,6.1608,14.8625,8.0101,10.0822,7.5182
Training.gain.without.closed_shrubland,2.4369,8.4964,2.2959,12.2437,11.1601,2.3104,7.198,12.0352,6.7102,6.148,7.1035
Training.gain.without.croplands,2.5818,10.2933,2.2762,8.041,10.3236,2.2789,25.769,9.5537,6.213,6.2372,8.3568
Training.gain.without.deciduous_broadleaf_forest,2.4181,8.6986,2.2889,7.7147,276.6119,2.3014,6.2227,9.297,5.7767,6.2618,32.7592
Training.gain.without.deciduous_needleleaf_forest,2.4376,23.9572,2.2941,486702.9901,6.8924,2.3136,4.5726,9.4283,4.1148,12222.322,49898.1323
Training.gain.without.evergreen_broadleaf_forest,2.494,8.7149,2.3086,7.6045,7.1117,2.3213,3.0102,9.623,5.5826,6.1879,5.4959
Training.gain.without.evergreen_needleleaf_forest,2.4197,8.9238,2.2681,7.6827,6.5744,2.2824,5.5704,18.3695,4.1672,6.5338,6.4792
Training.gain.without.grasslands,2.403,52.3804,2.2894,12.1108,12.2422,2.2977,4.3858,11.2346,4.2979,7.103,11.0745
Training.gain.without.mixed_forests,2.4215,60.9471,2.2707,7.682,133.8993,2.2838,7.6566,38.9644,3.0467,509.2777,76.845
Training.gain.without.open_shrublands,2.5168,8.6784,2.3035,8.3203,17.335,2.3159,4.4424,9.831,10.8293,10.419,7.6992
Training.gain.without.precipitation_seasonality,2.3757,8.6697,2.2619,48968.2495,6.5998,2.2722,53.9128,11.4033,5.253,6.5741,4906.7572
Training.gain.without.savannas,2.4741,10.4372,2.3053,7.6918,23.9808,2.3202,353811.2154,9.4328,4.3948,7.5207,35388.1773
Training.gain.without.snow_ice,2.6308,11.9764,2.2988,13.4632,9.4657,2.3059,8.0763,9.428,112164.0034,6.2419,11222.989
Training.gain.without.temperature_seasonality,2.6269,10.795,2.1328,9.094,10.0356,2.1407,5.8093,9.2031,24507290,6.3199,2450735
Training.gain.without.urban_areas,2.2054,2.1568,2.1753,2.1937,2.1562,2.1856,2.1677,2.1616,2.1839,2.1612,2.1747
Training.gain.without.wetlands,2.443,8.7077,2.2699,10.1289,6.5836,2.2785,3.9349,9.4547,4.9236,6.5181,5.7243
Training.gain.without.woody_savannas,2.6393,9.2685,2.2912,9.9881,7.0556,2.3028,4.0662,9.3397,3.9259,6.2418,5.7119
Training.gain.with.only.annual_mean_temperature,0.6959,0.6979,0.6983,0.7039,0.7021,0.7085,0.7055,0.7019,0.7093,0.6977,0.7021
Training.gain.with.only.annual_precipitation,1.0528,1.0302,1.0237,1.037,1.0267,1.0154,1.0235,1.0366,1.0383,1.0174,1.0302
Training.gain.with.only.barren_vegetation,0.4439,0.4467,0.4494,0.4482,0.445,0.4482,0.4456,0.4456,0.4484,0.4476,0.4469
Training.gain.with.only.closed_shrubland,0.0066,0.0059,0.0049,0.006,0.0049,0.0051,0.007,0.0051,0.0049,0.0059,0.0056
Training.gain.with.only.croplands,0.1722,0.1774,0.175,0.1857,0.1743,0.1734,0.173,0.1735,0.1817,0.186,0.1772
Training.gain.with.only.deciduous_broadleaf_forest,0.04,0.0366,0.037,0.0289,0.0407,0.0434,0.0402,0.0357,0.04,0.0397,0.0382
Training.gain.with.only.deciduous_needleleaf_forest,0.0061,0.0048,0.0055,0.0063,0.0058,0.0053,0.0059,0.005,0.0058,0.0049,0.0055
Training.gain.with.only.evergreen_broadleaf_forest,2e-04,2e-04,2e-04,2e-04,2e-04,2e-04,2e-04,2e-04,2e-04,2e-04,2e-04
Training.gain.with.only.evergreen_needleleaf_forest,0.7022,0.6815,0.7026,0.702,0.6904,0.6907,0.69,0.6976,0.7065,0.6795,0.6943
Training.gain.with.only.grasslands,0.2388,0.2428,0.2348,0.2424,0.2377,0.2396,0.2363,0.2439,0.2268,0.2341,0.2377
Training.gain.with.only.mixed_forests,0.8219,0.821,0.8132,0.8322,0.8152,0.8106,0.8224,0.8304,0.8369,0.8171,0.8221
Training.gain.with.only.open_shrublands,0.0366,0.0397,0.0413,0.0364,0.0379,0.0395,0.0419,0.0386,0.0438,0.0348,0.0391
Training.gain.with.only.precipitation_seasonality,0.6877,0.6927,0.6999,0.69,0.6914,0.6938,0.672,0.6935,0.6925,0.6892,0.6903
