,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,154,154,154,154,154,154,154,154,154,154,154
Regularized.training.gain,3.0901,3.0383,3.1252,3.1332,3.1881,3.1076,3.1731,3.1423,3.052,3.2001,3.125
Unregularized.training.gain,3.4549,3.3649,3.4761,3.487,3.5043,3.4283,3.5029,3.5021,3.3692,3.5192,3.4609
Iterations,1760,1640,1700,1580,1460,1460,1740,1760,1440,1640,1618
Training.AUC,0.985,0.984,0.9846,0.9855,0.9862,0.9847,0.9854,0.9863,0.985,0.9855,0.9852
X.Test.samples,38,38,38,38,38,38,38,38,38,38,38
Test.gain,3.2777,3.4925,3.0303,3.05,2.7637,3.124,2.8444,3.0718,3.2369,2.5588,3.045
Test.AUC,0.9864,0.9894,0.9762,0.9843,0.9729,0.9781,0.9707,0.9793,0.982,0.9685,0.9788
AUC.Standard.Deviation,0.0028,0.0019,0.0102,0.0023,0.008,0.0096,0.0107,0.0074,0.0071,0.0101,0.007
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,4.178,4.4158,3.428,3.2113,2.9709,3.4417,3.206,2.885,2.3907,2.7455,3.2873
annual_precipitation.contribution,13.2435,10.1868,8.2167,9.6089,10.2421,7.7405,6.9744,7.5152,6.0741,5.2626,8.5065
barren_vegetation.contribution,5.1731,7.1157,8.6033,10.7674,9.9101,11.6177,11.3599,11.3612,10.5959,10.5955,9.71
closed_shrubland.contribution,0.4048,0.1358,0.5404,0.4449,0.3497,0.3259,0.4114,0.3762,0.5111,0.4652,0.3965
croplands.contribution,0.8356,1.1457,1.5861,1.7478,1.9095,2.3467,2.4844,2.8328,3.1515,3.3885,2.1429
deciduous_broadleaf_forest.contribution,0.1203,0.1821,0.2138,0.1509,0.1518,0.1288,0.2151,0.2502,0.2553,0.1373,0.1806
deciduous_needleleaf_forest.contribution,0.0124,0.0211,0.0058,0.0026,0.0022,0.0097,0.0113,0.0137,0.0092,0.001,0.0089
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,0.1633,0.1933,0.209,0.2895,0.2985,0.2745,0.3452,0.3616,0.3532,0.4195,0.2908
grasslands.contribution,43.5583,45.5315,47.6082,46.5554,47.7237,48.2597,51.8404,50.3669,53.4477,52.5882,48.748
mixed_forests.contribution,1.3106,1.6396,1.7324,2.0424,2.5419,1.6123,0.7429,1.5645,1.3784,2.5119,1.7077
open_shrublands.contribution,1.1007,1.4289,1.7497,1.8843,2.1076,2.49,2.7926,2.9726,2.9932,3.1089,2.2629
precipitation_seasonality.contribution,8.4188,6.3432,6.2864,5.5157,5.3944,4.8043,3.8027,4.2795,3.8778,3.992,5.2715
savannas.contribution,0.1662,0.1388,0.1526,0.1476,0.1658,0.2037,0.1598,0.2721,0.0627,0.1233,0.1593
snow_ice.contribution,1.5342,1.3654,1.2213,0.9591,1.0747,0.9239,0.8539,0.7557,0.7018,0.7567,1.0147
temperature_seasonality.contribution,17.1838,17.6084,14.9285,13.4126,12.1374,12.4513,11.2924,10.3555,10.577,10.465,13.0412
urban_areas.contribution,1.2262,1.4239,1.8194,1.7178,1.7953,2.064,2.1844,2.451,2.3926,2.4272,1.9502
wetlands.contribution,1.2141,0.9127,0.9189,0.9119,0.6391,0.6693,0.6968,0.7088,0.4403,0.297,0.7409
woody_savannas.contribution,0.156,0.2116,0.7796,0.6297,0.5851,0.636,0.6264,0.6774,0.7874,0.7148,0.5804
annual_mean_temperature.permutation.importance,13.6342,8.9886,7.6814,8.2592,8.8025,11.0077,9.4256,9.3339,6.4332,10.3897,9.3956
annual_precipitation.permutation.importance,10.5967,7.156,12.3634,14.6405,20.5413,11.8302,9.191,16.2265,6.7654,7.9279,11.7239
barren_vegetation.permutation.importance,0.48,0.8095,0.5154,0.9688,0.5924,0.6814,2.4032,1.744,0.9548,0.5914,0.9741
closed_shrubland.permutation.importance,0.1246,0.2281,0.1071,0.1477,0.0848,0.2348,0.1877,0.1336,0.2099,0.1317,0.159
croplands.permutation.importance,1.7676,2.4631,1.9128,2.1768,1.4797,1.5499,1.3027,1.3418,2.1796,3.1681,1.9342
deciduous_broadleaf_forest.permutation.importance,0.5348,0.3152,0.7825,0.4155,0.1972,0.6519,0.5474,0.5014,0.3612,0.1319,0.4439
deciduous_needleleaf_forest.permutation.importance,0.091,0.1158,0.0427,0.0604,0.0685,0.1094,0.1475,0.1168,0.1266,0.0437,0.0922
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,0.2709,0.1268,0.3502,0.6154,0.2763,0.2637,0.4595,0.3464,0.194,0.2148,0.3118
grasslands.permutation.importance,45.6301,51.8704,49.5921,44.5977,43.7739,47.0826,49.4825,43.3404,50.552,46.1625,47.2084
mixed_forests.permutation.importance,1.751,0.5015,1.9678,0.9331,1.9927,1.3976,0.6621,1.9553,0.6773,2.3227,1.4161
open_shrublands.permutation.importance,0.9246,0.786,0.8565,0.9864,1.0391,0.8752,0.6933,0.5392,0.4779,0.9136,0.8092
precipitation_seasonality.permutation.importance,8.9009,6.8009,7.9445,8.1819,9.3992,6.8842,6.0005,9.9673,8.0688,6.2351,7.8383
savannas.permutation.importance,0.0424,0.063,0.0444,0.0731,0.1031,0.1348,0.1077,0.1318,0.0345,0.0206,0.0755
snow_ice.permutation.importance,0.2356,0.1805,0.4028,0.2061,0.2494,0.2044,0.2081,0.2557,0.1444,0.3802,0.2467
temperature_seasonality.permutation.importance,13.839,18.0273,13.5808,16.3641,10.4667,15.9083,18.308,12.705,21.9042,19.3791,16.0482
urban_areas.permutation.importance,0.8275,0.6833,0.8428,0.5564,0.5981,0.6007,0.6327,0.6822,0.4356,0.8151,0.6674
wetlands.permutation.importance,0.1576,0.3076,0.1763,0.2323,0.169,0.2745,0.2357,0.3819,0.0892,0.1075,0.2132
woody_savannas.permutation.importance,0.1913,0.5763,0.8365,0.5849,0.1662,0.3088,0.0047,0.2968,0.3913,1.0643,0.4421
Training.gain.without.annual_mean_temperature,2.9734,2.9283,3.0234,3.0332,3.0904,2.9993,3.0473,3.0252,2.9605,3.0806,3.0162
Training.gain.without.annual_precipitation,2.9931,2.9622,3.0124,3.008,3.0397,3.0123,3.082,3.0196,2.9766,3.0998,3.0206
Training.gain.without.barren_vegetation,3.0786,3.0199,3.1166,3.1108,3.1779,3.0966,3.1489,3.1203,3.0337,3.1855,3.1089
Training.gain.without.closed_shrubland,3.0768,3.0344,3.1126,3.1168,3.1805,3.0988,3.1617,3.134,3.0373,3.1904,3.1143
Training.gain.without.croplands,3.0652,3.0114,3.0962,3.1006,3.1637,3.0904,3.1514,3.1191,3.0285,3.1586,3.0985
Training.gain.without.deciduous_broadleaf_forest,3.0829,3.0312,3.1183,3.1264,3.1811,3.1009,3.1626,3.1299,3.043,3.1979,3.1174
Training.gain.without.deciduous_needleleaf_forest,3.089,3.0372,3.1246,3.1329,3.1881,3.1069,3.1723,3.1417,3.0512,3.1999,3.1244
Training.gain.without.evergreen_broadleaf_forest,3.09,3.0384,3.1249,3.133,3.1881,3.1075,3.173,3.1424,3.052,3.2,3.1249
Training.gain.without.evergreen_needleleaf_forest,3.0827,3.032,3.1203,3.1244,3.1827,3.1033,3.1625,3.131,3.045,3.1903,3.1174
Training.gain.without.grasslands,2.9637,2.9118,3.0072,3.0199,3.0969,2.9771,3.0439,3.0191,2.9304,3.1144,3.0084
Training.gain.without.mixed_forests,3.0706,3.03,3.1114,3.1221,3.1714,3.1034,3.1695,3.1296,3.0406,3.1886,3.1137
Training.gain.without.open_shrublands,3.0514,3.0027,3.0784,3.0923,3.1508,3.0737,3.1341,3.1079,3.0403,3.1598,3.0891
Training.gain.without.precipitation_seasonality,3.0038,2.9661,3.0367,3.0495,3.0985,3.0347,3.1062,3.0496,2.9759,3.1216,3.0443
Training.gain.without.savannas,3.089,3.0372,3.1243,3.1318,3.1868,3.1017,3.1685,3.1365,3.0507,3.1983,3.1225
Training.gain.without.snow_ice,3.0773,3.0301,3.1113,3.1228,3.1753,3.0997,3.167,3.1335,3.0424,3.1872,3.1147
Training.gain.without.temperature_seasonality,2.9736,2.8914,3.0104,3.0214,3.1066,2.9911,3.0357,3.0367,2.9064,3.0554,3.0029
Training.gain.without.urban_areas,3.0362,2.9862,3.0625,3.0857,3.1485,3.0622,3.124,3.091,3.0257,3.1368,3.0759
Training.gain.without.wetlands,3.0818,3.029,3.1187,3.1234,3.1818,3.1005,3.1644,3.1322,3.0446,3.1927,3.1169
Training.gain.without.woody_savannas,3.0846,3.0252,3.0922,3.1204,3.1803,3.0959,3.1679,3.1316,3.0374,3.1879,3.1123
Training.gain.with.only.annual_mean_temperature,0.7151,0.7184,0.7028,0.7023,0.7155,0.7404,0.7522,0.7166,0.6906,0.7062,0.716
Training.gain.with.only.annual_precipitation,0.6408,0.6222,0.6408,0.6818,0.6997,0.6646,0.6208,0.6551,0.6294,0.6274,0.6483
Training.gain.with.only.barren_vegetation,0.4301,0.4383,0.4301,0.4383,0.4301,0.4301,0.446,0.446,0.4383,0.4301,0.4357
Training.gain.with.only.closed_shrubland,0.0518,0.0394,0.0643,0.0585,0.0484,0.0472,0.0505,0.0385,0.0463,0.0375,0.0482
Training.gain.with.only.croplands,0.2044,0.1865,0.2165,0.2114,0.2353,0.1954,0.2031,0.1919,0.2241,0.1822,0.2051
