,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,2597,2597,2597,2597,2597,2597,2597,2597,2597,2597,2597
Regularized.training.gain,2.8125,2.8403,2.7671,2.8086,2.725,2.8885,2.8005,2.8096,2.7262,2.7718,2.795
Unregularized.training.gain,3.8419,3.5583,3.3912,3.5271,3.2882,4.3341,3.5135,3.4626,3.3069,3.3799,3.5604
Iterations,7040,6160,6020,6580,5040,8540,6620,5900,4780,5600,6228
Training.AUC,0.9454,0.9469,0.9475,0.9467,0.9486,0.9455,0.9448,0.9473,0.9484,0.9487,0.947
X.Test.samples,649,649,649,649,649,649,649,649,649,649,649
Test.gain,3.3966,3.1222,3.3182,3.2402,3.4124,3.2377,3.2595,3.2017,3.4178,3.2906,3.2897
Test.AUC,0.9431,0.9389,0.9487,0.9392,0.9508,0.9358,0.9332,0.9427,0.9503,0.9437,0.9426
AUC.Standard.Deviation,0.0034,0.0039,0.0031,0.0038,0.0032,0.0042,0.0046,0.0035,0.0031,0.0035,0.0036
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,10.04,8.5665,7.8169,6.6625,6.6978,6.2378,5.4344,5.1533,5.0981,5.5437,6.7251
annual_precipitation.contribution,2.082,2.8096,2.5851,2.7811,3.0491,3.7215,3.5191,3.5471,3.5926,3.4162,3.1103
barren_vegetation.contribution,8.1993,8.0527,8.6294,10.2668,10.2328,7.859,9.3687,9.0082,8.6637,8.1009,8.8382
closed_shrubland.contribution,0.2381,0.2691,0.1842,0.1864,0.1446,0.1837,0.2334,0.1826,0.1605,0.1779,0.1961
croplands.contribution,15.3011,14.0853,14.0839,14.1812,14.4363,13.9595,14.8481,13.9544,13.5501,13.4581,14.1858
deciduous_broadleaf_forest.contribution,1.2609,1.1942,1.1671,1.3884,1.1768,1.0416,0.9722,1.1453,0.9932,0.9423,1.1282
deciduous_needleleaf_forest.contribution,0.0102,0.0026,0.0039,0.0043,0.0073,0.0041,0.0061,0.0099,0.007,0.006,0.0061
evergreen_broadleaf_forest.contribution,0.2957,0.3081,0.2427,0.1722,0.2021,0.2505,0.1431,0.2355,0.1757,0.1243,0.215
evergreen_needleleaf_forest.contribution,0.2959,0.2676,0.4101,0.3971,0.3856,0.5539,0.558,0.5317,0.4497,0.5414,0.4391
grasslands.contribution,3.4951,4.5489,5.2644,5.6794,6.4853,6.6354,7.4571,7.8102,8.0441,8.4162,6.3836
mixed_forests.contribution,12.1893,11.6269,9.6051,9.5926,9.3858,9.8609,9.2747,9.5775,9.1822,8.9207,9.9216
open_shrublands.contribution,0.9607,1.0395,1.2207,1.5388,1.643,1.941,1.9716,2.0976,2.1613,2.2919,1.6866
precipitation_seasonality.contribution,1.8368,2.0347,2.0024,1.7905,1.8972,1.7156,1.9622,2.0641,2.6245,2.2158,2.0144
savannas.contribution,0.1515,0.1527,0.1611,0.1069,0.1351,0.1211,0.1366,0.1003,0.0957,0.1077,0.1269
snow_ice.contribution,0.0908,0.1054,0.0869,0.0846,0.1087,0.0732,0.1181,0.1529,0.1818,0.1939,0.1196
temperature_seasonality.contribution,34.3151,34.6364,35.5308,33.1066,31.9152,32.9753,30.8701,30.6683,31.1698,31.9334,32.7121
urban_areas.contribution,7.7143,8.4365,8.6619,9.4731,9.4096,9.7381,10.0552,10.1454,10.3087,9.8833,9.3826
