,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,253,253,253,253,253,253,253,253,253,253,253
Regularized.training.gain,2088.5504,693178.421,7257088.3988,264624.2475,3719.2276,8714842.4856,2929324.6831,3.1949,98950.4986,2941956.3462,2290577.6054
Unregularized.training.gain,3042.493,1025149,19322080,391124.6,5421.475,24849530,4305768,3.5256,149004.7,8417371,5846849
Iterations,10000,3480,1500,460,10000,720,1800,1780,360,400,3050
Training.AUC,0.967,0.5039,0.5018,0.5046,0.9531,0.5197,0.5024,0.9826,0.5058,0.5216,0.6462
X.Test.samples,63,63,63,63,63,63,63,63,63,63,63
Test.gain,2.3442,-28595.45,77631330,-13871.15,1.2186,101873400,-44696.32,3.167,-3817.823,34627270,21404100
Test.AUC,0.9574,0.5,0.5077,0.4986,0.9583,0.5634,0.5064,0.9773,0.4999,0.5237,0.6493
AUC.Standard.Deviation,0.0096,0,0.0079,3e-04,0.0163,0.021,0.0079,0.0044,1e-04,0.0134,0.0081
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,0.0031,0,0,0,0,0,0,0,0,0,3e-04
annual_precipitation.contribution,0.0394,0.0447,0,0,0,0.0184,0,0,0,0.0837,0.0186
barren_vegetation.contribution,0.0012,0.0105,0,0,0,0,0,0,0,0,0.0012
closed_shrubland.contribution,0.0073,0,0,0,0,0,0,0,0,0.0051,0.0012
croplands.contribution,0.0493,0.0283,0.0026,0.0083,0.0085,0.2211,0.0051,0.0054,0.0058,0.6796,0.1014
deciduous_broadleaf_forest.contribution,0.0077,6e-04,0,0,0,0,0,0,0,0,8e-04
deciduous_needleleaf_forest.contribution,6e-04,0,0,0,0,0,0,0,0,0,1e-04
evergreen_broadleaf_forest.contribution,42.9127,29.1781,56.0894,49.2255,49.9896,27.5299,47.1921,49.9032,49.4244,49.1153,45.056
evergreen_needleleaf_forest.contribution,21.9605,17.9717,19.5663,23.6247,24.0174,12.465,23.909,25.5495,25.3043,21.9492,21.6318
grasslands.contribution,0.0531,0,0,0,0,0.0623,0,0,1e-04,0.6506,0.0766
mixed_forests.contribution,0.0856,2e-04,0,0,1e-04,0.4115,0,0,0.0033,2.6601,0.3161
open_shrublands.contribution,0.0606,1e-04,0,3e-04,1e-04,0.0963,0.0864,0.0913,0.0932,0.2939,0.0722
precipitation_seasonality.contribution,0.0078,0,0,0,0,0.046,0,0,0,0.1608,0.0215
savannas.contribution,7.396,4.9266,9.3832,11.1482,11.3308,6.0972,10.2117,10.9123,10.8198,9.861,9.2087
snow_ice.contribution,0.0027,0,0,0,0,0,0,0,0,0.0023,5e-04
temperature_seasonality.contribution,0.0621,2e-04,0,0.0066,1e-04,1.1279,0,0,0,0.9123,0.2109
urban_areas.contribution,4.2243,3.3669,6.6691,7.921,8.0506,4.2383,7.049,7.5326,7.46,6.797,6.3309
wetlands.contribution,4.2232,0.0357,5.5616,6.4811,6.5874,3.1014,5.5294,5.9088,5.8519,4.5724,4.7853
woody_savannas.contribution,18.9028,44.4363,2.7277,1.5842,0.0155,44.5848,6.0173,0.0967,1.0373,2.2567,12.1659
annual_mean_temperature.permutation.importance,3.7627,0,0.0046,0,5.9616,0,0,7.9715,0,0,1.77
annual_precipitation.permutation.importance,4.0123,0,0,0,8.21,18.0318,0,3.5419,0,9.1793,4.2975
barren_vegetation.permutation.importance,2.8416,0,0,0,0,0,0.0048,5.6894,0,0,0.8536
closed_shrubland.permutation.importance,0.0774,0,0,0,0.1872,0,0,0.2101,0,4.7057,0.518
croplands.permutation.importance,8.4861,0,0,0,14.9957,0,0.0048,0.9916,0,0,2.4478
deciduous_broadleaf_forest.permutation.importance,1.4682,0,0,0,0.0931,0,0,1.1427,0,0,0.2704
deciduous_needleleaf_forest.permutation.importance,0.1023,0,0,0,0.0314,0,0,0.0487,0,0,0.0182
evergreen_broadleaf_forest.permutation.importance,0.3397,49.0689,47.0893,49.0641,0.7198,9.2477,49.0861,0,45.8455,4.7057,25.5167
evergreen_needleleaf_forest.permutation.importance,3.1127,49.0689,47.0893,48.4515,3.2245,0,48.4816,1.0986,50.4267,28.8173,27.9771
grasslands.permutation.importance,0.1432,0,0,0,0.3281,0,0,0.197,0.0045,0,0.0673
mixed_forests.permutation.importance,1.2735,0,0,0,2.846,0,0,1.1164,1.9873,0,0.7223
open_shrublands.permutation.importance,2.7596,0,0.0046,0.0048,1.7025,0,0,2.6297,0,0,0.7101
precipitation_seasonality.permutation.importance,30.2227,0,0.0046,0.0048,10.2311,0,0,13.582,0.0045,9.1876,6.3237
savannas.permutation.importance,0.0105,0,1.1615,0.0048,0.0041,0,0.6045,0.061,0.0045,0.1161,0.1967
snow_ice.permutation.importance,0.0753,0,0,0,0.1885,0,0,0.0059,0,0.005,0.0275
temperature_seasonality.permutation.importance,34.1115,0,0,0.0048,42.3811,62.7883,0.0048,60.5244,0.0045,38.2292,23.8049
urban_areas.permutation.importance,0.3582,1.2414,2.323,1.2252,0.45,0.4564,1.209,0.6324,1.1453,0,0.9041
wetlands.permutation.importance,0.0105,0,1.1615,0.6126,0.1367,9.4759,0.6045,0,0.5772,0,1.2579
woody_savannas.permutation.importance,6.8321,0.6207,1.1615,0.6271,8.3084,0,0,0.5568,0,5.054,2.3161
Training.gain.without.annual_mean_temperature,97237.7127,208020.5083,2286777.2185,2260969.9946,2678699.8655,2354236.396,454934.0976,3.1528,1911.8163,10782.1418,1035357.2904
Training.gain.without.annual_precipitation,58136.4228,16606.2606,62633.6597,2840358.5717,2409006.6208,3286342.6824,15894.5274,3.1215,16550.4797,60624.8972,876615.7244
Training.gain.without.barren_vegetation,6876.356,387609.5,379154.657,3146.281,40826.634,549881.394,1030127.37,3.18,13430.458,10454.594,242151.042
Training.gain.without.closed_shrubland,1312781.3149,119573.3647,20967.8682,1756039.2407,697801.7337,438538.8663,71811.1882,3.1839,32647.263,3246679.729,769684.3753
Training.gain.without.croplands,1663020.9191,275.8388,17142.7276,14292.3623,330691.9309,107532.0825,12841.9714,3.1714,232915.8344,2543464.9854,492218.1824
Training.gain.without.deciduous_broadleaf_forest,15502900,3121860,2206.428,69002.85,155505.7,1392.319,1236.823,3.1495,8042950,126749.6,2702381
Training.gain.without.deciduous_needleleaf_forest,102548.8595,10536.8625,319207.1037,465300.69,398615.1868,22844.6095,46.533,3.1919,4712563.2989,77456.0897,610912.2425
Training.gain.without.evergreen_broadleaf_forest,3.2604,3.2173,3.2942,3.2367,3.1062,3.1068,3.2387,3.1945,3.201,3.1319,3.1988
