,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,696,696,696,696,696,696,696,696,696,696,696
Regularized.training.gain,62.616,544.8968,893.5097,141245.8,25202.35,68.146,6.6343,661422700,33404.91,10496.24,66163460
Unregularized.training.gain,250.3167,2030.042,3379.724,568191.1,94390.44,188.84,35.9802,2470588000,130362.9,42449.55,247142900
Iterations,10000,10000,10000,1540,1620,10000,10000,580,960,7480,6218
Training.AUC,0.9386,0.9494,0.9316,0.7226,0.9003,0.9258,0.9439,0.9472,0.5009,0.6237,0.8384
X.Test.samples,174,174,174,174,174,174,174,174,174,174,174
Test.gain,1.0304,-3.6767,38.0599,-21019.47,-358.8244,-0.8452,14.8835,-10254990,-4495.817,-1252.273,-1028206
Test.AUC,0.9362,0.9397,0.9294,0.7145,0.8979,0.9327,0.9207,0.947,0.4973,0.6259,0.8341
AUC.Standard.Deviation,0.0086,0.0085,0.009,0.023,0.0132,0.0097,0.0101,0.0078,4e-04,0.0172,0.0107
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,0.4033,0.045,0.0208,0.0025,0.0146,4.8874,20.3965,0,0.0107,0.0351,2.5816
annual_precipitation.contribution,1.9279,0.2774,1.0876,0.0011,0.0063,49.3007,24.1149,0,0.005,0.0244,7.6745
barren_vegetation.contribution,47.7246,42.4842,51.5784,32.6392,31.3383,0.2215,0.96,52.5895,38.7599,45.5425,34.3838
closed_shrubland.contribution,1e-04,0,7e-04,0,0,0.0492,0.1722,0,1e-04,4e-04,0.0223
croplands.contribution,0.1371,0.4164,0.0243,1e-04,7e-04,0.3411,1.3747,0,7e-04,1.8951,0.419
deciduous_broadleaf_forest.contribution,0.1234,0.0146,0.0058,0,2e-04,0.0645,0.309,0,1e-04,0.1562,0.0674
deciduous_needleleaf_forest.contribution,0.0077,0.0013,0.0012,0,0,0.0145,0.074,0,0,1e-04,0.0099
evergreen_broadleaf_forest.contribution,0.0232,0.0929,0.001,0,0,0.0021,0.034,0,0,1e-04,0.0153
evergreen_needleleaf_forest.contribution,0.1231,0.0167,0.0419,2e-04,0.001,1.0722,4.4349,0,0.0023,0.0574,0.575
grasslands.contribution,0.251,0.0341,0.0187,1e-04,5e-04,0.2916,1.2666,0,6e-04,1.8684,0.3732
mixed_forests.contribution,1.3984,0.8065,0.0688,8e-04,2.5682,1.0326,4.2302,0,0.0021,0.0077,1.0115
open_shrublands.contribution,0.2017,0.056,0.0804,2e-04,0.0012,22.1763,6.2394,0,0.0032,0.0118,2.877
precipitation_seasonality.contribution,0.8937,8.6532,0.2201,0.0019,0.0026,12.9683,5.4504,0,8e-04,2.1176,3.0309
savannas.contribution,0.0034,0.0025,8e-04,0,0,0.0371,0.0428,0,0,1e-04,0.0087
snow_ice.contribution,5e-04,0,0,0,0,0,0,0,0,0,0
temperature_seasonality.contribution,46.5228,38.3533,46.8303,31.6122,29.631,1.2625,5.6566,47.4105,61.201,43.3384,35.1819
urban_areas.contribution,0.2226,8.7404,0.0095,35.7416,36.435,5.8228,24.2967,0,0.0131,0.0419,11.1324
wetlands.contribution,0.0054,3e-04,0,0,0,0.0267,0.0165,0,0,1e-04,0.0049
woody_savannas.contribution,0.0302,0.005,0.0096,0,4e-04,0.4287,0.9306,0,4e-04,4.9029,0.6308
annual_mean_temperature.permutation.importance,14.7394,13.2086,13.8565,8.4528,11.7445,13.6934,14.3678,16.2219,0.0225,0,10.6307
annual_precipitation.permutation.importance,8.7958,11.5584,8.577,7.6559,10.9123,22.716,25.0063,9.5638,0.018,9.4292,11.4233
barren_vegetation.permutation.importance,33.1443,33.0845,31.7422,41.3999,41.1455,3.2306,2.819,41.9907,0,17.8219,24.6379
closed_shrubland.permutation.importance,0,0,0.0161,0.015,0,0.0764,0.0727,8e-04,0,0,0.0181
croplands.permutation.importance,2.1191,1.7546,2.6213,0.344,2.0593,3.3236,2.2716,0.5696,0,0,1.5063
deciduous_broadleaf_forest.permutation.importance,0.3867,0.3987,0.5431,0.7749,0.4612,0.6035,0.5471,0.414,0,0,0.4129
deciduous_needleleaf_forest.permutation.importance,0.1015,0.0337,0.0697,0.0183,0.021,0.0636,0.0885,0.0824,0,0,0.0479
evergreen_broadleaf_forest.permutation.importance,0.0217,0.0013,0.0715,0,0,0.0917,0.0705,0.0555,0,0,0.0312
evergreen_needleleaf_forest.permutation.importance,0.0762,0.6211,0,0.4851,0.3162,0,0.601,0.5421,0,3.2177,0.5859
grasslands.permutation.importance,1.818,1.8865,2.8695,0.3547,1.5645,2.1853,1.92,1.1463,0,0,1.3745
mixed_forests.permutation.importance,1.7992,2.0171,2.5563,1.1836,0.8075,3.3645,1.7292,0.535,0,0,1.3992
