,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,298,298,298,298,298,298,298,298,298,298,298
Regularized.training.gain,3.3597,3.2724,3.325,3.3028,3.3521,3.3176,3.2908,3.3171,3.3573,3.3716,3.3266
Unregularized.training.gain,3.6421,3.5224,3.6096,3.5852,3.6493,3.5831,3.59,3.5885,3.6756,3.6976,3.6143
Iterations,2660,1700,1820,2240,1960,1800,2060,2120,2520,2420,2130
Training.AUC,0.9884,0.9877,0.988,0.9878,0.9879,0.988,0.9876,0.9879,0.9881,0.9881,0.9879
X.Test.samples,74,74,74,74,74,74,74,74,74,74,74
Test.gain,3.0733,3.4554,3.3519,3.4107,3.176,3.3102,3.4209,3.3181,3.1585,3.1438,3.2819
Test.AUC,0.9793,0.9856,0.9838,0.9859,0.983,0.982,0.9868,0.9852,0.9793,0.984,0.9835
AUC.Standard.Deviation,0.0064,0.0031,0.0031,0.0024,0.0026,0.0052,0.0017,0.002,0.0066,0.0019,0.0035
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,12.5733,16.8215,14.059,12.0399,15.4339,11.8831,14.0171,11.3146,13.6909,13.8041,13.5637
annual_precipitation.contribution,0.5478,0.9901,3.2725,3.0989,2.934,3.4404,3.2628,3.3016,3.185,3.2787,2.7312
barren_vegetation.contribution,1.5186,3.8675,2.6462,2.5594,2.8398,5.1285,2.3528,4.1203,4.2083,4.1508,3.3392
closed_shrubland.contribution,0.0017,0.0238,0.001,0.0348,0.0156,0.0036,0.004,0.0222,0.0022,0.0277,0.0137
croplands.contribution,9.0602,12.6952,15.9554,16.4105,13.6788,15.0696,16.1346,17.1166,15.3168,14.6384,14.6076
deciduous_broadleaf_forest.contribution,0.3221,0.1777,0.0675,0.0888,0.0908,0.1109,0.061,0.1177,0.0706,0.0524,0.1159
deciduous_needleleaf_forest.contribution,0.0741,0.1742,0.1172,0.136,0.1242,0.1341,0.171,0.1799,0.2861,0.2461,0.1643
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,22.5817,18.8358,20.5983,23.9237,19.557,21.2771,21.6914,20.6577,18.9068,20.6327,20.8662
grasslands.contribution,1.8413,1.0502,1.593,1.7291,2.0232,2.3821,2.4729,2.8908,2.585,2.8365,2.1404
mixed_forests.contribution,1.989,1.8381,2.2666,2.8295,2.9633,3.238,3.4971,3.5556,3.5926,4.287,3.0057
open_shrublands.contribution,0.3381,0.2386,0.2389,0.3359,0.3384,0.3047,0.4122,0.323,0.4581,0.4832,0.3471
precipitation_seasonality.contribution,1.2391,1.0401,1.6667,1.4108,1.1609,0.9879,1.4433,1.1788,1.2574,1.3621,1.2747
savannas.contribution,0.5233,0.1627,0.2405,0.1847,0.1732,0.236,0.3374,0.2895,0.2214,0.2723,0.2641
snow_ice.contribution,0.2619,0.1842,0.2442,0.1692,0.2068,0.1165,0.1784,0.1739,0.1688,0.0875,0.1791
temperature_seasonality.contribution,19.8539,13.3842,11.7191,13.7358,12.2118,13.0033,10.8312,12.446,10.9008,11.9751,13.0061
urban_areas.contribution,0.2562,0.3418,0.5485,0.5983,0.5053,0.5528,0.6134,0.6119,0.7261,0.819,0.5573
wetlands.contribution,2.2454,1.919,1.267,1.3824,1.6377,1.4739,1.6439,1.9217,1.653,1.5991,1.6743
woody_savannas.contribution,24.7724,26.2555,23.4985,19.3321,24.1053,20.6573,20.8754,19.7781,22.7701,19.4472,22.1492
annual_mean_temperature.permutation.importance,63.4513,63.8741,70.505,52.502,59.5399,61.6154,61.3852,61.8105,68.3765,68.9652,63.2025
annual_precipitation.permutation.importance,3.1208,8.1211,4.2793,4.1185,5.4104,7.9404,3.0714,4.7489,3.0111,3.7327,4.7555
barren_vegetation.permutation.importance,0,0,0.4337,0,0.4109,0,0,0,0,0,0.0845
closed_shrubland.permutation.importance,0.003,0.0363,0,0.0781,0.0163,0.0204,0.003,0.04,3e-04,0.0299,0.0227
croplands.permutation.importance,5.5588,7.6022,5.7558,17.6261,13.2168,7.0129,12.8927,6.4641,4.6169,7.3628,8.8109
deciduous_broadleaf_forest.permutation.importance,0.1407,0.1799,0.0849,0.0423,0.1057,0.1221,0.0197,0.0375,0.0415,0.032,0.0806
deciduous_needleleaf_forest.permutation.importance,0.041,0.1383,0.134,0.0779,0.1548,0.0549,0.1869,0.0261,0.1629,0.2047,0.1182
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,0.5628,0.9533,0.3247,0.2572,0.3542,0.9762,0.3925,0.5578,0.9558,0.3693,0.5704
grasslands.permutation.importance,2.491,1.4173,2.1034,3.1515,1.8936,1.704,2.4367,2.8305,1.7916,1.7602,2.158
mixed_forests.permutation.importance,1.2391,1.1802,1.4298,1.5169,1.1308,0.6623,1.3517,0.8152,0.9004,1.7321,1.1959
open_shrublands.permutation.importance,0.3127,0.591,0.209,0.2598,0.3405,0.6503,0.3119,0.4315,0.6521,0.2547,0.4013
precipitation_seasonality.permutation.importance,3.9697,2.5967,1.7563,4.541,1.1472,2.0861,4.9585,6.505,2.2556,1.6558,3.1472
savannas.permutation.importance,0.0393,0.0562,0.0615,0.0044,0.0222,0.0143,0.0771,0.0621,0.047,0.038,0.0422
snow_ice.permutation.importance,0.0083,0,0.0707,0.0261,0,0,0.038,0.0346,0,0.014,0.0192
temperature_seasonality.permutation.importance,13.089,7.3742,8.1297,11.2085,10.7463,9.4747,7.9219,10.8642,6.9853,8.7175,9.4511
urban_areas.permutation.importance,0.2828,0.2963,0.3813,0.279,0.2206,0.2534,0.273,0.3663,0.3662,0.3915,0.311
wetlands.permutation.importance,2.1761,0.7681,1.0156,0.7286,0.7095,1.9545,1.0792,0.3654,3.0435,0.6439,1.2484
woody_savannas.permutation.importance,3.5135,4.815,3.3254,3.5822,4.5804,5.458,3.6006,4.0403,6.7934,4.0956,4.3804
Training.gain.without.annual_mean_temperature,3.3018,3.2106,3.2573,3.2518,3.2879,3.2615,3.2101,3.243,3.2865,3.2966,3.2607
Training.gain.without.annual_precipitation,3.3328,3.2367,3.2968,3.2752,3.3148,3.2776,3.2678,3.2883,3.3318,3.3439,3.2966
Training.gain.without.barren_vegetation,3.358,3.2724,3.3243,3.3032,3.3516,3.3163,3.291,3.3159,3.3574,3.3708,3.3261
Training.gain.without.closed_shrubland,3.3597,3.2714,3.3245,3.3007,3.3512,3.3175,3.2908,3.3165,3.3575,3.368,3.3258
Training.gain.without.croplands,3.3383,3.256,3.2901,3.273,3.3237,3.2984,3.2627,3.2989,3.3317,3.3465,3.3019
Training.gain.without.deciduous_broadleaf_forest,3.3493,3.27,3.3228,3.2982,3.3488,3.3151,3.2888,3.3136,3.3506,3.3698,3.3227
Training.gain.without.deciduous_needleleaf_forest,3.3576,3.2623,3.3174,3.2973,3.3446,3.3118,3.2804,3.3139,3.3467,3.3609,3.3193
Training.gain.without.evergreen_broadleaf_forest,3.3594,3.2724,3.3252,3.3027,3.3522,3.3177,3.291,3.3171,3.3575,3.3713,3.3266
Training.gain.without.evergreen_needleleaf_forest,3.3266,3.2401,3.2942,3.2812,3.3188,3.2852,3.2719,3.2889,3.3141,3.3431,3.2964
Training.gain.without.grasslands,3.3357,3.24,3.2992,3.2745,3.3224,3.2899,3.2673,3.2847,3.3274,3.341,3.2982
Training.gain.without.mixed_forests,3.3031,3.2265,3.2735,3.2551,3.3039,3.285,3.2375,3.2811,3.3147,3.3091,3.279
Training.gain.without.open_shrublands,3.3449,3.2625,3.3182,3.2911,3.3362,3.3039,3.2766,3.3079,3.3457,3.3582,3.3145
Training.gain.without.precipitation_seasonality,3.3138,3.2396,3.2728,3.258,3.3202,3.2778,3.2404,3.2603,3.317,3.3217,3.2822
Training.gain.without.savannas,3.3361,3.2668,3.3175,3.2955,3.3474,3.3126,3.2823,3.3077,3.3514,3.3626,3.318
Training.gain.without.snow_ice,3.3562,3.272,3.3202,3.3004,3.3503,3.3173,3.2893,3.3149,3.3562,3.3697,3.3247
Training.gain.without.temperature_seasonality,3.2327,3.1739,3.2172,3.1903,3.2339,3.2219,3.1902,3.2045,3.2665,3.2626,3.2194
Training.gain.without.urban_areas,3.3433,3.2629,3.3128,3.2939,3.3408,3.3096,3.2829,3.3076,3.3374,3.3549,3.3146
Training.gain.without.wetlands,3.3188,3.2563,3.2965,3.2868,3.3274,3.2922,3.2608,3.2985,3.3274,3.3513,3.3016
Training.gain.without.woody_savannas,3.2823,3.1905,3.2423,3.2216,3.2438,3.2386,3.1958,3.2345,3.2378,3.2581,3.2345
Training.gain.with.only.annual_mean_temperature,1.2786,1.269,1.2805,1.2832,1.2564,1.2743,1.2869,1.3167,1.2934,1.2771,1.2816
Training.gain.with.only.annual_precipitation,0.9155,0.9254,0.9128,0.9383,0.9115,0.9451,0.9136,0.9227,0.8968,0.9149,0.9197
Training.gain.with.only.barren_vegetation,0.4574,0.4574,0.4701,0.4574,0.4701,0.4574,0.4574,0.4574,0.4574,0.4574,0.4599
Training.gain.with.only.closed_shrubland,0.0107,0.0076,0.0102,0.022,0.0147,0.0102,0.0036,0.0107,0.0102,0.0257,0.0126
Training.gain.with.only.croplands,0.3412,0.331,0.3457,0.3404,0.337,0.351,0.3329,0.3272,0.3499,0.3377,0.3394
Training.gain.with.only.deciduous_broadleaf_forest,0.0339,0.0352,0.0308,0.0286,0.0299,0.0325,0.0298,0.0286,0.0292,0.0292,0.0308
Training.gain.with.only.deciduous_needleleaf_forest,0.0516,0.0411,0.0564,0.0581,0.0517,0.0606,0.0531,0.0485,0.0493,0.0577,0.0528
Training.gain.with.only.evergreen_broadleaf_forest,0,0,0,0,0,0,0,0,0,0,0
Training.gain.with.only.evergreen_needleleaf_forest,1.4578,1.4159,1.4409,1.4976,1.4174,1.4697,1.4154,1.4886,1.4195,1.4653,1.4488
Training.gain.with.only.grasslands,0.616,0.6207,0.5793,0.6164,0.593,0.5602,0.6086,0.6418,0.5762,0.5859,0.5998
Training.gain.with.only.mixed_forests,0.5351,0.4981,0.5217,0.5234,0.5214,0.4801,0.5402,0.5423,0.4892,0.5395,0.5191
Training.gain.with.only.open_shrublands,0.0229,0.0318,0.036,0.0336,0.0257,0.0397,0.0346,0.038,0.0417,0.0297,0.0334
Training.gain.with.only.precipitation_seasonality,0.8392,0.8213,0.8225,0.8504,0.8041,0.8149,0.8235,0.8341,0.8078,0.8218,0.824
Training.gain.with.only.savannas,0.3937,0.3546,0.3636,0.3663,0.3433,0.3952,0.3651,0.3733,0.4099,0.4152,0.378
Training.gain.with.only.snow_ice,0.0108,0.0108,0.0161,0.0125,0.0161,0.0108,0.0108,0.0108,0.0108,0.0108,0.012
Training.gain.with.only.temperature_seasonality,0.5191,0.4981,0.4986,0.5275,0.5052,0.5218,0.4882,0.4943,0.4954,0.491,0.5039
Training.gain.with.only.urban_areas,0.0257,0.0288,0.0257,0.0288,0.0257,0.036,0.0288,0.0289,0.0227,0.0257,0.0277
