,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,144,144,144,144,144,144,144,144,144,144,144
Regularized.training.gain,2.731,2.6699,2.7589,2.7933,2.9979,2.8441,2.7227,2.7148,2.787,2.6986,2.7718
Unregularized.training.gain,3.2378,3.0469,3.292,3.2645,3.6437,3.3689,3.1916,3.2089,3.2928,3.111,3.2658
Iterations,2960,1940,2840,2700,3860,2120,2180,2180,1880,1880,2454
Training.AUC,0.9756,0.9743,0.9745,0.976,0.9806,0.9777,0.9751,0.9762,0.9773,0.976,0.9763
X.Test.samples,35,35,35,35,35,35,35,35,35,35,35
Test.gain,2.6237,2.7884,2.5513,2.5134,1.3253,2.1374,2.7334,2.717,2.3701,2.7528,2.4513
Test.AUC,0.9662,0.9739,0.971,0.9677,0.9393,0.9579,0.9779,0.9718,0.9612,0.9683,0.9655
AUC.Standard.Deviation,0.0075,0.0052,0.0065,0.0074,0.0164,0.0084,0.0031,0.0067,0.0143,0.008,0.0083
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,7.288,6.4568,7.1901,7.6448,5.7475,6.4391,4.3371,4.0284,4.4919,4.4748,5.8098
annual_precipitation.contribution,4.6254,5.8837,7.0449,8.1394,8.6687,8.2739,8.3217,8.2881,8.5073,8.5157,7.6269
barren_vegetation.contribution,0.201,2.7682,2.6857,2.768,3.208,4.786,4.3547,6.3211,5.8314,6.4399,3.9364
closed_shrubland.contribution,0.6158,0.0757,0.1845,0.1481,0.1364,0.0694,0.1279,0.1173,0.0668,0.0864,0.1628
croplands.contribution,1.4741,1.1977,1.5614,2.477,2.7005,2.9237,2.9719,3.2385,3.4063,3.2005,2.5152
deciduous_broadleaf_forest.contribution,0.8802,0.9177,0.8802,1.2958,1.5202,1.3149,1.3042,1.3265,1.5369,1.3071,1.2284
deciduous_needleleaf_forest.contribution,0.5181,1.0093,0.2563,0.4446,0.4909,0.5485,0.3019,0.4554,0.3178,0.3126,0.4655
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,15.5156,15.226,15.8242,14.737,13.3557,13.9723,14.7676,14.141,13.7842,14.582,14.5906
grasslands.contribution,3.9439,5.7467,6.3272,5.6204,6.4836,8.4659,10.3501,9.3416,9.2939,9.501,7.5074
mixed_forests.contribution,41.861,37.8017,35.1573,31.9849,31.6388,26.6334,27.1292,24.2787,25.7948,24.5103,30.679
open_shrublands.contribution,0.6287,0.4694,0.782,0.6988,0.5342,0.6858,0.9434,0.9045,0.775,0.7001,0.7122
precipitation_seasonality.contribution,1.8656,1.6682,1.7541,1.1694,1.8801,1.8053,2.1428,1.9557,2.0796,1.7464,1.8067
savannas.contribution,0.3275,1.213,0.3715,0.2467,0.5937,0.14,0.1929,0.3196,0.18,0.1335,0.3718
snow_ice.contribution,0.691,0.8685,1.8666,2.999,3.2805,3.7257,4.2868,4.7146,4.6315,4.732,3.1796
temperature_seasonality.contribution,14.854,15.059,13.1305,14.0756,13.8349,13.7468,11.4062,13.3992,12.2922,12.6154,13.4414
urban_areas.contribution,1.2462,1.0275,1.8331,2.1664,2.3868,2.4934,2.5685,2.7032,2.7028,2.5702,2.1698
wetlands.contribution,1.7902,0.6133,0.5059,0.3023,0.2122,0.3798,0.5084,0.2453,0.2009,0.2378,0.4996
woody_savannas.contribution,1.6737,1.9977,2.6443,3.082,3.3272,3.5961,3.9847,4.2212,4.1066,4.3342,3.2968
annual_mean_temperature.permutation.importance,57.5249,44.3012,42.6306,41.001,24.655,43.3743,46.6796,51.7959,40.8538,48.4402,44.1257
annual_precipitation.permutation.importance,3.7631,5.1731,3.6694,2.0802,0.875,2.4531,6.1291,7.0413,2.9659,1.6472,3.5797
barren_vegetation.permutation.importance,0.4881,1.6681,5.2667,25.4324,9.5753,22.5678,2.863,1.8159,5.499,2.1969,7.7373
closed_shrubland.permutation.importance,0.5158,0.1019,0.0804,0.0441,0.0445,0,0.1367,0.0171,0.0972,0.0328,0.1071
croplands.permutation.importance,3.3263,2.0008,3.7987,3.3586,2.8804,2.6765,5.6915,1.5466,4.7868,2.1495,3.2216
deciduous_broadleaf_forest.permutation.importance,0.5275,0.34,0.7456,0.1936,0.322,0.6351,0.8158,0.8894,0.2931,0.1516,0.4914
deciduous_needleleaf_forest.permutation.importance,0.2483,0.4358,0.2837,0.1409,0.3088,0.1268,0.2745,0.1958,0.1977,0.2883,0.2501
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
