,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,768,768,768,768,768,768,768,768,768,768,768
Regularized.training.gain,1.9287,1.9067,1.9384,1.954,1.9338,1.9908,1.9615,1.9383,1.9437,1.9513,1.9447
Unregularized.training.gain,2.1221,2.0926,2.1358,2.1226,2.1344,2.2039,2.1583,2.1588,2.1529,2.1592,2.1441
Iterations,2180,1500,2220,1820,1880,2300,2000,2520,1940,2720,2108
Training.AUC,0.9493,0.95,0.9502,0.9507,0.949,0.9517,0.95,0.9485,0.9499,0.9501,0.9499
X.Test.samples,191,191,191,191,191,191,191,191,191,191,191
Test.gain,2.0632,2.1035,1.9701,1.9198,2.0535,1.8563,1.9173,2.0591,2.0205,1.9962,1.996
Test.AUC,0.9486,0.9485,0.9438,0.9403,0.9493,0.939,0.9407,0.9473,0.9453,0.9451,0.9448
AUC.Standard.Deviation,0.0047,0.0051,0.0046,0.0058,0.0047,0.0052,0.0052,0.0053,0.0049,0.0046,0.005
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,6.514,7.2906,6.8405,6.5087,1.5594,1.7579,5.3701,6.4212,4.6383,5.0847,5.1985
annual_precipitation.contribution,8.4199,2.432,2.7155,10.277,10.3147,7.5523,8.7165,7.8135,7.3552,9.092,7.4689
barren_vegetation.contribution,5.8437,10.4576,12.5117,6.4163,11.2265,9.875,8.4606,11.5237,10.9086,9.3006,9.6524
closed_shrubland.contribution,0.5367,0.3073,0.4766,0.2008,0.2105,0.2582,0.4414,0.136,0.214,0.2497,0.3031
croplands.contribution,7.9178,8.2526,11.0561,7.8127,8.9052,8.4234,8.5017,8.5669,9.8127,8.4248,8.7674
deciduous_broadleaf_forest.contribution,1.7518,1.3869,1.7928,1.3742,0.9676,1.4832,1.4031,1.5177,1.2801,1.257,1.4214
deciduous_needleleaf_forest.contribution,0.2266,0.1082,0.2204,0.352,0.3167,0.3689,0.3968,0.3128,0.3249,0.3719,0.2999
evergreen_broadleaf_forest.contribution,0.1849,0.1156,0.1624,0.0791,0.1462,0.0601,0.1396,0.0528,0.1142,0.0525,0.1107
evergreen_needleleaf_forest.contribution,5.0673,5.2814,4.8524,6.7752,5.8774,6.5851,6.6078,5.8348,8.122,7.9549,6.2958
grasslands.contribution,3.2823,2.2615,2.8806,2.9728,4.1203,3.3971,3.8357,3.5979,4.0819,4.0459,3.4476
mixed_forests.contribution,28.4401,27.1878,22.8231,23.7571,21.9609,22.0297,21.0317,17.7616,17.4729,16.7203,21.9185
open_shrublands.contribution,0.6297,0.8125,1.0225,1.5919,1.7071,1.8665,1.9386,1.8785,2.1475,2.0665,1.5661
precipitation_seasonality.contribution,3.1896,2.7059,2.9433,3.2483,5.6748,6.3803,4.2647,5.3834,5.6721,6.5041,4.5967
savannas.contribution,0.0712,0.0205,0.0472,0.1697,0.0687,0.0507,0.0455,0.0697,0.0804,0.0718,0.0695
snow_ice.contribution,0.2257,0.3559,0.425,0.3939,0.5698,0.8972,1.1879,1.2895,1.4299,1.5047,0.828
temperature_seasonality.contribution,25.4182,28.0656,25.6179,24.1928,21.1014,23.7058,23.8962,23.5603,21.7183,22.3918,23.9668
urban_areas.contribution,1.2256,1.9596,2.4844,2.8357,3.3827,4.0405,2.5409,3.1051,3.1595,3.5445,2.8279
wetlands.contribution,0.3367,0.177,0.3434,0.2917,0.3778,0.3065,0.2407,0.1997,0.2552,0.2,0.2729
woody_savannas.contribution,0.7181,0.8216,0.7842,0.7502,1.5125,0.9618,0.9806,0.9751,1.2121,1.1621,0.9878
annual_mean_temperature.permutation.importance,25.0204,23.7364,24.3788,26.168,19.0535,21.6989,19.4257,18.8061,19.5461,24.4903,22.2324
annual_precipitation.permutation.importance,11.3472,7.4178,8.0379,7.9104,8.576,12.4802,9.1406,5.9088,12.4587,11.7887,9.5066
barren_vegetation.permutation.importance,3.6465,2.4514,2.5036,2.9529,7.1915,9.4632,9.0781,22.3913,12.6297,6.9183,7.9226
closed_shrubland.permutation.importance,0.0988,0.0915,0.1072,0.083,0.0416,0.0831,0.1088,0.0126,0.0294,0.0416,0.0698
croplands.permutation.importance,9.2068,11.0129,11.5491,7.6632,10.0719,7.7126,8.5001,8.5588,8.4682,8.4956,9.1239
deciduous_broadleaf_forest.permutation.importance,0.3716,0.2735,0.1664,0.3735,0.1289,0.2648,0.1922,0.1128,0.1231,0.2763,0.2283
deciduous_needleleaf_forest.permutation.importance,0.2077,0.1292,0.3089,0.2093,0.0983,0.122,0.2238,0.1499,0.1455,0.1182,0.1713
evergreen_broadleaf_forest.permutation.importance,0.1228,0.1267,0.0909,0.1104,0.0746,0.0874,0.0737,0.0689,0.11,0.1051,0.097
evergreen_needleleaf_forest.permutation.importance,2.8281,2.7467,2.6017,2.5116,2.8336,2.4564,2.5882,2.2805,2.7558,2.7827,2.6385
grasslands.permutation.importance,6.8622,6.5957,7.4506,5.9284,6.9896,6.3824,6.4103,5.5222,6.9029,5.7325,6.4777
mixed_forests.permutation.importance,4.4885,4.7735,4.071,3.4775,4.1559,3.17,3.4555,3.3011,3.663,3.0296,3.7586
open_shrublands.permutation.importance,1.4965,2.2233,2.0848,1.3694,1.6503,2.0436,1.9494,1.7066,1.1539,2.4832,1.8161
precipitation_seasonality.permutation.importance,6.1679,7.419,6.8572,7.3267,6.531,7.7397,8.2268,5.7296,7.0324,6.1474,6.9178
savannas.permutation.importance,0.2786,0.1032,0.243,0.1864,0.283,0.2101,0.245,0.168,0.0519,0.2082,0.1977
snow_ice.permutation.importance,0.7808,0.7724,0.6464,0.3871,0.8692,1.0318,0.9801,0.8862,1.0195,0.8175,0.8191
temperature_seasonality.permutation.importance,23.1794,25.8863,24.9095,30.6058,27.8628,21.6358,26.1162,21.809,20.6109,22.9046,24.552
urban_areas.permutation.importance,1.4734,1.5969,1.4387,1.1303,1.5075,1.4375,1.2159,1.0143,1.2482,1.6484,1.3711
wetlands.permutation.importance,0.4654,0.335,0.2996,0.276,0.333,0.4497,0.4931,0.2571,0.3545,0.4455,0.3709
woody_savannas.permutation.importance,1.9575,2.3088,2.2547,1.3302,1.7478,1.5308,1.5765,1.3161,1.6966,1.5664,1.7285
Training.gain.without.annual_mean_temperature,1.8769,1.859,1.8724,1.9023,1.8917,1.94,1.9129,1.8863,1.8965,1.9003,1.8938
Training.gain.without.annual_precipitation,1.8999,1.8853,1.9119,1.9304,1.9012,1.9576,1.9344,1.9071,1.9061,1.9172,1.9151
Training.gain.without.barren_vegetation,1.9251,1.9048,1.9346,1.9503,1.9253,1.981,1.9514,1.9182,1.9298,1.9408,1.9361
Training.gain.without.closed_shrubland,1.9213,1.9025,1.932,1.9495,1.9292,1.9842,1.9531,1.9359,1.9413,1.947,1.9396
Training.gain.without.croplands,1.8739,1.8553,1.8732,1.9023,1.8809,1.9347,1.9021,1.8778,1.8874,1.8939,1.8881
Training.gain.without.deciduous_broadleaf_forest,1.9241,1.9041,1.9368,1.9496,1.9319,1.9863,1.9568,1.9353,1.9418,1.9468,1.9413
Training.gain.without.deciduous_needleleaf_forest,1.9237,1.9033,1.9335,1.9492,1.929,1.9844,1.9558,1.9346,1.9396,1.9437,1.9397
Training.gain.without.evergreen_broadleaf_forest,1.9234,1.9016,1.9324,1.9516,1.93,1.9881,1.956,1.9344,1.94,1.9493,1.9407
Training.gain.without.evergreen_needleleaf_forest,1.897,1.8797,1.911,1.9279,1.9004,1.9596,1.9332,1.8995,1.9092,1.9203,1.9138
Training.gain.without.grasslands,1.882,1.8704,1.897,1.9149,1.8903,1.9488,1.9154,1.8913,1.8984,1.9091,1.9018
Training.gain.without.mixed_forests,1.9009,1.8806,1.9131,1.9333,1.9055,1.9653,1.9375,1.9044,1.9144,1.9273,1.9182
Training.gain.without.open_shrublands,1.9181,1.8941,1.9252,1.9427,1.9249,1.979,1.9509,1.9234,1.9316,1.9358,1.9326
Training.gain.without.precipitation_seasonality,1.8983,1.8718,1.897,1.9209,1.8985,1.9528,1.9219,1.898,1.904,1.916,1.9079
Training.gain.without.savannas,1.925,1.9062,1.9358,1.9526,1.9313,1.9886,1.9606,1.9362,1.944,1.9485,1.9429
Training.gain.without.snow_ice,1.9142,1.8974,1.925,1.9448,1.9122,1.9584,1.9341,1.9027,1.919,1.932,1.924
Training.gain.without.temperature_seasonality,1.8139,1.782,1.7898,1.816,1.7826,1.8637,1.8267,1.7992,1.8271,1.8277,1.8129
Training.gain.without.urban_areas,1.8931,1.8695,1.9009,1.9302,1.8935,1.9506,1.932,1.9047,1.9095,1.9071,1.9091
Training.gain.without.wetlands,1.9263,1.9056,1.9373,1.9532,1.9325,1.9886,1.9585,1.937,1.942,1.9487,1.943
Training.gain.without.woody_savannas,1.9012,1.881,1.9092,1.9352,1.9089,1.9674,1.9408,1.9152,1.9171,1.9302,1.9206
Training.gain.with.only.annual_mean_temperature,0.8106,0.8261,0.8454,0.8249,0.808,0.8366,0.8073,0.8098,0.8183,0.8009,0.8188
Training.gain.with.only.annual_precipitation,0.9489,0.9287,0.9154,0.9609,0.9253,0.935,0.9297,0.9335,0.9213,0.948,0.9347
Training.gain.with.only.barren_vegetation,0.4435,0.4448,0.4462,0.4426,0.4435,0.4454,0.4426,0.4519,0.4472,0.4452,0.4453
Training.gain.with.only.closed_shrubland,2e-04,1e-04,1e-04,0,0,0,8e-04,0,0,0,1e-04
Training.gain.with.only.croplands,0.5605,0.5742,0.6102,0.5736,0.5667,0.5866,0.5767,0.5632,0.5885,0.5759,0.5776
Training.gain.with.only.deciduous_broadleaf_forest,0.0637,0.0702,0.0691,0.0478,0.0538,0.0494,0.0509,0.0666,0.0548,0.0556,0.0582
Training.gain.with.only.deciduous_needleleaf_forest,0.0187,0.0171,0.0192,0.0205,0.0198,0.0176,0.0209,0.0176,0.0187,0.0187,0.0189
Training.gain.with.only.evergreen_broadleaf_forest,0.0017,0.0017,0.0017,6e-04,0.0017,6e-04,0.0017,6e-04,0.0017,6e-04,0.0013
Training.gain.with.only.evergreen_needleleaf_forest,0.4573,0.3996,0.4076,0.4544,0.4199,0.466,0.4359,0.4196,0.4542,0.4622,0.4377
Training.gain.with.only.grasslands,0.1437,0.1327,0.1271,0.1428,0.1314,0.1499,0.1375,0.1387,0.1355,0.1478,0.1387
Training.gain.with.only.mixed_forests,0.843,0.8419,0.8062,0.8266,0.7928,0.8299,0.8357,0.7922,0.8044,0.8009,0.8174
Training.gain.with.only.open_shrublands,0.1215,0.1162,0.1167,0.1175,0.1207,0.1194,0.1251,0.1072,0.119,0.1075,0.1171
Training.gain.with.only.precipitation_seasonality,0.6417,0.6601,0.637,0.655,0.6342,0.6635,0.6509,0.6442,0.6404,0.641,0.6468
Training.gain.with.only.savannas,0.0096,0.0126,0.0127,0.0121,0.0103,0.0091,0.0124,0.0098,0.0138,0.0091,0.0111
Training.gain.with.only.snow_ice,0.0031,0.0025,0.0046,0.0046,0.0019,0.0018,0.0034,0.0011,0.0028,0.0019,0.0028
Training.gain.with.only.temperature_seasonality,0.5748,0.6008,0.589,0.6206,0.5991,0.6008,0.585,0.5858,0.5749,0.5881,0.5919
Training.gain.with.only.urban_areas,0.2637,0.2703,0.2629,0.2737,0.2849,0.2965,0.2645,0.25,0.2813,0.2791,0.2727
Training.gain.with.only.wetlands,0.0445,0.0427,0.0413,0.0442,0.0453,0.0493,0.0506,0.044,0.0455,0.0453,0.0453
Training.gain.with.only.woody_savannas,0.1094,0.0882,0.0923,0.0967,0.1031,0.0984,0.1135,0.0871,0.0993,0.0932,0.0981
Test.gain.without.annual_mean_temperature,1.982,2.0149,1.9524,1.8512,1.9536,1.782,1.8463,1.9848,1.9433,1.9217,1.9232
Test.gain.without.annual_precipitation,2.022,2.0468,1.9316,1.8711,2.0317,1.8279,1.8638,2.0215,2.0054,1.9754,1.9597
Test.gain.without.barren_vegetation,2.0329,2.0904,1.9516,1.9028,2.0337,1.8398,1.8994,2.0938,2.0199,1.9814,1.9846
Test.gain.without.closed_shrubland,2.0602,2.0931,1.9606,1.9105,2.0441,1.8455,1.926,2.0412,2.0056,1.9825,1.9869
