,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,132,132,132,132,132,132,132,132,132,132,132
Regularized.training.gain,108.884,8.8148,90.7437,87500.4544,8.7983,20.7841,13.4548,6.8383,15.1446,87.2341,8786.1151
Unregularized.training.gain,388.3059,40.9694,202.2397,210654.4539,30.2481,61.8181,79.4601,25.1278,90.9863,205.2923,21177.8902
Iterations,10000,10000,10000,3120,10000,10000,10000,10000,10000,10000,9312
Training.AUC,0.983,0.9488,0.949,0.5583,0.9242,0.9468,0.9646,0.9552,0.9487,0.9337,0.9112
X.Test.samples,32,32,32,32,32,32,32,32,32,32,32
Test.gain,-227.8455,11.4319,-69.5178,-131031.043,30.5253,21.9351,7.3081,13.3259,16.1458,-84.8551,-13131.2589
Test.AUC,0.9525,0.9402,0.8794,0.5288,0.9066,0.9667,0.9628,0.9258,0.9382,0.9121,0.8913
AUC.Standard.Deviation,0.0299,0.0214,0.0413,0.0214,0.0428,0.018,0.0105,0.0246,0.0237,0.0372,0.0271
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,0.026,0.0873,0.055,2e-04,4e-04,3e-04,8e-04,9e-04,0.0014,0.0018,0.0174
annual_precipitation.contribution,0.5268,0.8852,2.4097,0.0025,0.0102,0.0123,0.0115,0.0114,0.0127,0.0175,0.39
barren_vegetation.contribution,0.0666,0.2941,7.1761,6.1023,4.0018,4.0057,3.9996,3.9995,3.9989,4.0531,3.7698
closed_shrubland.contribution,0.1187,0.0462,0.2077,1e-04,5e-04,6e-04,5e-04,6e-04,5e-04,0.0014,0.0377
croplands.contribution,9.7775,13.0457,7.6077,1.3947,5.7394,5.7377,5.7415,5.7425,5.7475,5.7362,6.627
deciduous_broadleaf_forest.contribution,0.0468,0.0828,0.0557,1e-04,6e-04,8e-04,7e-04,0.001,0.0012,0.0012,0.0191
deciduous_needleleaf_forest.contribution,40.861,25.1884,12.7961,0.0227,0.0954,0.1013,0.1154,0.1155,0.1331,0.1336,7.9562
evergreen_broadleaf_forest.contribution,0.0512,0.0284,0.0143,0,2e-04,3e-04,3e-04,3e-04,2e-04,2e-04,0.0095
evergreen_needleleaf_forest.contribution,1.1299,1.1734,3.115,2.1875,9.1162,9.1142,9.1129,9.1129,9.1087,9.0906,6.2261
grasslands.contribution,1.2238,1.7971,1.3699,0.4964,0.0133,0.0157,0.0178,0.0192,0.0211,0.024,0.4998
mixed_forests.contribution,0.712,1.1616,7.2811,9.5918,27.6661,27.6554,27.6517,27.6513,27.6397,27.5786,18.4589
open_shrublands.contribution,0.1612,0.0566,0.0652,3e-04,2e-04,3e-04,3e-04,3e-04,6e-04,0.0011,0.0286
precipitation_seasonality.contribution,0.4413,0.5701,0.3674,7e-04,0.0036,0.0037,0.0039,0.0039,0.0041,0.0045,0.1403
savannas.contribution,0.0036,0.0209,0.0116,0,0,1e-04,1e-04,1e-04,1e-04,1e-04,0.0037
snow_ice.contribution,0.1387,0.6816,27.9657,77.9292,48.3016,48.2936,48.2701,48.2667,48.2442,48.2731,39.6364
temperature_seasonality.contribution,1.1757,0.6628,0.4014,9e-04,0.003,0.0041,0.0034,0.0034,0.0037,0.0035,0.2262
urban_areas.contribution,25.1586,33.2661,17.7744,0.5788,2.1615,2.166,2.1798,2.181,2.1912,2.1942,8.9852
wetlands.contribution,16.7641,20.7082,10.4937,0.9881,0.0785,0.0812,0.084,0.0841,0.0865,0.0866,4.9455
woody_savannas.contribution,1.6167,0.2436,0.8323,0.7038,2.8075,2.8067,2.8059,2.8057,2.8044,2.7986,2.0225
annual_mean_temperature.permutation.importance,7.4897,8.5873,3.9085,0,8.4175,1.6258,9.6735,5.9614,4.7497,7.8433,5.8257
annual_precipitation.permutation.importance,5.4947,8.7588,10.0747,5.1253,14.7251,6.7237,14.6628,5.0346,25.805,6.4577,10.2862
barren_vegetation.permutation.importance,1.5937,22.7775,35.4021,15.6538,29.4153,35.8691,27.4688,27.847,26.197,34.7704,25.6995
closed_shrubland.permutation.importance,0.0673,0,0.0461,0,0.0157,0.0129,0.0439,0.0905,0.0072,0.1635,0.0447
croplands.permutation.importance,6.2765,3.6771,3.524,5.4387,0,1.5995,4.2122,5.5243,1.4482,1.773,3.3474
deciduous_broadleaf_forest.permutation.importance,0.2541,0.2868,1.1414,0,1.236,0.6586,0.5844,0,0.8162,0.3663,0.5344
deciduous_needleleaf_forest.permutation.importance,10.4556,3.9704,1.7179,0,4.9877,5.2424,4.1061,5.3464,4.5631,2.3353,4.2725
evergreen_broadleaf_forest.permutation.importance,0.0045,0,0,0,0,0,6e-04,0,0,0,5e-04
evergreen_needleleaf_forest.permutation.importance,3.0302,4.9705,1.8618,13.548,2.4336,2.6317,2.1419,5.0941,2.0355,2.4663,4.0214
grasslands.permutation.importance,25.0561,14.0386,16.5108,0,13.5117,15.4849,13.921,12.1773,12.2095,14.9779,13.7888
mixed_forests.permutation.importance,9.6081,13.8539,11.741,24.9174,10.5866,10.2168,10.1339,12.8148,8.4416,11.3182,12.3632
open_shrublands.permutation.importance,0.5844,0.8673,0.1242,0,0.1582,0.3127,0.3393,0.4679,0.2094,0.6618,0.3725
precipitation_seasonality.permutation.importance,13.044,6.2184,3.9155,0,5.6655,5.4594,4.7394,5.0827,5.603,6.517,5.6245
savannas.permutation.importance,0.3251,0,0.1518,0,0.0152,0.1724,0,0.2613,0.1108,0.1256,0.1162
snow_ice.permutation.importance,0.2524,0,0,35.1832,0,0,0.2792,0,0,0,3.5715
temperature_seasonality.permutation.importance,7.2361,2.8852,2.6838,0,2.1915,5.5779,1.306,5.1776,0.6092,2.99,3.0657
urban_areas.permutation.importance,3.0378,2.4586,0.3843,0.1336,1.2878,2.7709,2.4078,3.3112,1.5681,1.1664,1.8526
wetlands.permutation.importance,1.4383,0.6866,0.462,0,1.8096,1.7648,1.4322,0.7068,1.0905,0.7279,1.0119
woody_savannas.permutation.importance,4.7514,5.963,6.3504,0,3.5431,3.8764,2.5468,5.1022,4.5358,5.3395,4.2009
Training.gain.without.annual_mean_temperature,210.9375,200.2469,93.7374,79.3698,9.3466,27.2764,10.2939,8.1846,39055160,84.1568,3905589
Training.gain.without.annual_precipitation,350.0159,18.9933,63.4397,70.549,24.7152,22.8666,24.5948,16027.9814,578.602,83.3996,1726.5158
Training.gain.without.barren_vegetation,54.7438,18.0111,9.5143,10.3006,20.0983,50.354,649665.8618,7.9044,13.7579,9.3513,64985.9897
Training.gain.without.closed_shrubland,63.904,7.4072,69.4383,63.2855,11.0747,22.7309,20.3903,7.4974,8.9042,89.1913,36.3824
Training.gain.without.croplands,61.6278,4.9386,18154.3907,123.027,7.9978,23.7002,4.1962,4.45,5.6774,226.0665,1861.6072
