,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,976,976,976,976,976,976,976,976,976,976,976
Regularized.training.gain,2.1005,2.046,2.0255,3.6772,10.0251,1.9908,10.7672,6.9381,10.3955,14.3058,6.4272
Unregularized.training.gain,2.6108,2.4035,2.184,22.9747,30.0547,2.1952,32.5559,21.9956,35.9507,44.989,19.7914
Iterations,2780,2220,1880,10000,10000,2060,10000,10000,10000,10000,6894
Training.AUC,0.9534,0.9527,0.9537,0.9533,0.9521,0.9534,0.9526,0.9517,0.9532,0.9512,0.9527
X.Test.samples,244,244,244,244,244,244,244,244,244,244,244
Test.gain,2.2582,2.2507,2.0852,22.3605,2.0388,2.2897,1.917,1.9383,2.0486,2.1312,4.1318
Test.AUC,0.943,0.9511,0.9494,0.9477,0.9506,0.9533,0.9416,0.9448,0.9463,0.9537,0.9482
AUC.Standard.Deviation,0.0049,0.0041,0.0038,0.0044,0.0037,0.0039,0.0044,0.0037,0.0041,0.0038,0.0041
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
annual_mean_temperature.contribution,12.5265,12.88,13.3185,6.6634,2.3291,9.8613,2.548,3.7664,2.2355,1.6821,6.7811
annual_precipitation.contribution,15.062,14.702,18.1226,47.7235,81.3601,16.835,80.0301,69.2144,76.5539,84.5278,50.4131
barren_vegetation.contribution,1.7062,2.4447,2.5752,2.6799,1.2951,7.3942,1.5896,2.8438,2.007,1.5785,2.6114
closed_shrubland.contribution,0.9854,0.8868,0.8866,0.5288,0.2386,1.0183,0.1646,0.3229,0.17,0.1314,0.5333
croplands.contribution,0.6845,1.0062,1.4094,1.1966,0.4496,1.8873,0.3552,0.5559,0.4946,0.3434,0.8383
deciduous_broadleaf_forest.contribution,1.0878,0.9118,1.2867,0.6934,0.2408,1.1812,0.2594,0.4743,0.2958,0.2101,0.6641
deciduous_needleleaf_forest.contribution,0.0725,0.2088,0.2708,0.2218,0.1087,0.462,0.1083,0.1775,0.1312,0.1023,0.1864
evergreen_broadleaf_forest.contribution,0.0038,4e-04,0.0011,0.0018,0,0.0099,0.0012,9e-04,0,0,0.0019
evergreen_needleleaf_forest.contribution,15.7673,13.721,13.7261,8.9575,2.7764,12.3518,3.0678,4.6322,3.2986,2.4589,8.0758
grasslands.contribution,2.3882,2.34,2.6912,2.0325,0.6156,2.852,0.723,0.9905,0.7383,0.4867,1.5858
mixed_forests.contribution,18.5071,18.2519,17.2751,9.3897,3.4762,13.9978,3.6115,5.1949,3.7715,2.5158,9.5991
open_shrublands.contribution,1.3903,1.2971,0.6979,0.9945,0.3709,1.7375,0.4575,0.6154,0.5318,0.3514,0.8444
precipitation_seasonality.contribution,1.2394,2.6563,2.1619,1.4726,0.5003,3.5971,0.789,1.1249,0.8896,0.8426,1.5274
savannas.contribution,0.1233,0.1768,0.4084,0.124,0.0409,0.2111,0.0626,0.052,0.0398,0.0231,0.1262
snow_ice.contribution,0.0606,0.1569,0.1138,0.1018,0.0415,0.2435,0.0554,0.1003,0.0708,0.056,0.1001
temperature_seasonality.contribution,18.8375,18.4164,16.6543,10.5938,3.865,16.9349,3.7434,5.7641,4.1885,2.7031,10.1701
urban_areas.contribution,6.0188,6.0288,4.2262,4.082,1.3675,5.0694,1.3909,2.5666,3.3818,1.0952,3.5227
wetlands.contribution,0.6947,0.8904,1.1425,0.5697,0.2351,0.7797,0.2299,0.2984,0.1954,0.1222,0.5158
woody_savannas.contribution,2.8442,3.0236,3.0314,1.9729,0.6885,3.5761,0.8127,1.3044,1.0057,0.7695,1.9029
annual_mean_temperature.permutation.importance,53.2141,47.4702,54.0692,48.9454,54.2758,48.6371,52.5399,51.4201,51.2951,44.8552,50.6722
annual_precipitation.permutation.importance,9.1106,9.9456,4.2443,8.8674,5.6314,5.9851,9.7136,6.4932,6.8957,11.2502,7.8137
barren_vegetation.permutation.importance,1.7495,0.8501,1.9728,1.9305,1.7251,2.4437,1.3801,2.2726,1.5108,3.1701,1.9005
closed_shrubland.permutation.importance,0.3483,0.3134,0.4327,0.402,0.365,0.5192,0.3626,0.3831,0.4115,0.4753,0.4013
croplands.permutation.importance,0.6187,1.4596,1.4131,1.7906,1.7949,1.4809,0.7228,1.5407,1.233,2.7366,1.4791
deciduous_broadleaf_forest.permutation.importance,0.3483,0.1993,0.4344,0.4072,0.5738,0.2914,0.4526,0.4659,0.3296,0.4714,0.3974
deciduous_needleleaf_forest.permutation.importance,0,0.0071,0.0392,0,0.0755,0,0.0606,0.0237,0.0324,0.0361,0.0275
evergreen_broadleaf_forest.permutation.importance,0,0,6e-04,0,0,0.0019,0.0074,0,0,0,0.001
evergreen_needleleaf_forest.permutation.importance,0.538,0.6593,0.4363,0.3978,0.2302,0.5477,0.401,0.4463,0.5071,0.5137,0.4677
grasslands.permutation.importance,1.3821,1.52,2.5305,1.6188,3.3298,2.4343,4.0338,4.643,3.9658,3.4173,2.8875
mixed_forests.permutation.importance,0.9469,1.097,1.0035,0.7614,0.862,1.0081,0.736,0.9726,1.1707,0.999,0.9557
open_shrublands.permutation.importance,0.4149,0.4073,0.3762,0.2922,0.2963,0.3976,0.3196,0.279,0.6527,0.5325,0.3968
precipitation_seasonality.permutation.importance,8.9208,10.3432,6.9127,10.7636,7.2751,10.32,4.0795,9.5591,10.5046,6.53,8.5209
savannas.permutation.importance,0.0491,0.0572,0.0511,0.0771,0.0492,0.1384,0.0832,0.0382,0.0434,0.0623,0.0649
snow_ice.permutation.importance,0.1375,0.0547,0.0342,0.1261,0.0379,0.216,0.1275,0.0343,0.1194,0.1924,0.108
temperature_seasonality.permutation.importance,18.8756,21.276,22.3633,20.6163,20.4922,21.2269,21.3695,18.4049,17.3915,21.1276,20.3144
urban_areas.permutation.importance,1.5899,1.8104,1.4689,1.3546,1.151,1.7087,1.4389,1.1777,1.3467,1.4607,1.4507
wetlands.permutation.importance,0.2494,0.3176,0.6646,0.3214,0.5809,0.577,0.6443,0.5923,0.5205,0.3457,0.4814
woody_savannas.permutation.importance,1.5063,2.2121,1.5524,1.3277,1.2539,2.0658,1.5272,1.2529,2.0695,1.8239,1.6592
Training.gain.without.annual_mean_temperature,1.9641,1.9328,1.9237,3.2543,10.0244,1.9004,9.9622,6.56,6.4199,14.109,5.8051
Training.gain.without.annual_precipitation,2.0655,2.0274,2.0169,2.0409,2.0404,1.9802,2.0601,2.103,2.0329,1.9875,2.0355
Training.gain.without.barren_vegetation,2.0974,2.0451,2.0234,3.329,10.9836,1.9885,10.1099,6.5409,7.1985,14.1197,6.0436
Training.gain.without.closed_shrubland,2.0902,2.0381,2.0157,3.7135,10.3094,1.9796,10.3498,7.0961,6.9253,14.1823,6.07
Training.gain.without.croplands,2.0965,2.0397,2.0197,3.6683,9.9658,1.9826,13.8487,6.546,6.478,14.6107,6.3256
Training.gain.without.deciduous_broadleaf_forest,2.0888,2.0401,2.0141,2.8548,11.9228,1.9818,10.1463,6.5961,7.3263,14.2342,6.1205
Training.gain.without.deciduous_needleleaf_forest,2.1007,2.0451,2.0213,3.6895,12.0187,1.989,10.4774,6.5833,8.2167,14.6206,6.3762
Training.gain.without.evergreen_broadleaf_forest,2.1001,2.0459,2.0252,3.057,11.2725,1.9905,11.3704,21.4874,7.313,14.1179,7.678
Training.gain.without.evergreen_needleleaf_forest,2.0852,2.028,2.0073,4.8488,13.5495,1.9757,10.1365,7.5887,6.5802,14.2274,6.5027
Training.gain.without.grasslands,2.0852,2.0328,2.0084,3.8297,10.2923,1.9796,10.1549,7.614,7.5329,30.9498,7.848
Training.gain.without.mixed_forests,2.0834,2.0271,2.0075,4.7578,16.5616,1.9741,45.8307,6.776,8.671,15.7099,10.6399
Training.gain.without.open_shrublands,2.0962,2.0383,2.0173,4.0601,10.355,1.9848,10.115,6.6109,9.829,14.0152,6.3122
Training.gain.without.precipitation_seasonality,2.0727,2.0206,2.0072,3.2874,10.6197,1.9712,10.1053,6.8831,6.5318,14.1006,5.96
Training.gain.without.savannas,2.0982,2.0429,2.0221,4.0283,10.1995,1.9874,10.0717,11.2094,6.5803,14.8676,6.5107
Training.gain.without.snow_ice,2.0973,2.0461,2.0236,3.2201,10.0782,1.9874,10.1037,7.3445,7.8852,14.1767,6.0963
Training.gain.without.temperature_seasonality,1.9876,1.9247,1.9215,4.1171,10.0088,1.8914,9.9971,18.2426,6.9101,27.818,8.4819
Training.gain.without.urban_areas,1.982,1.9376,1.9717,3.6395,11.5602,1.9376,10.6383,6.5796,6.6636,14.0797,6.099
Training.gain.without.wetlands,2.0932,2.0371,2.0133,3.1294,14.9851,1.9785,10.1673,6.5514,7.8409,14.0919,6.4888
Training.gain.without.woody_savannas,2.0806,2.0192,2.0057,3.6385,10.126,1.9727,10.1847,8.2155,11.9989,14.6068,6.6849
Training.gain.with.only.annual_mean_temperature,0.7059,0.6957,0.7028,0.7006,0.6959,0.6921,0.7083,0.6997,0.6937,0.6968,0.6992
Training.gain.with.only.annual_precipitation,0.957,0.946,0.9563,51571.05,9.4185,0.9404,776556.6,31579280,6.5573,16.7179,3240745
Training.gain.with.only.barren_vegetation,0.4481,0.4451,0.4475,0.4499,0.4451,0.4473,0.4479,0.4506,0.4465,0.4451,0.4473
Training.gain.with.only.closed_shrubland,0.0071,0.0067,0.0075,0.0085,0.0084,0.009,0.0079,0.0084,0.0075,0.0071,0.0078
Training.gain.with.only.croplands,0.1535,0.1441,0.1403,0.137,0.1368,0.139,0.1365,0.1451,0.1357,0.144,0.1412
Training.gain.with.only.deciduous_broadleaf_forest,0.0364,0.0289,0.0356,0.0335,0.0312,0.0333,0.0345,0.0318,0.0266,0.0358,0.0328
Training.gain.with.only.deciduous_needleleaf_forest,0.0069,0.0071,0.0079,0.0068,0.0074,0.0062,0.0057,0.007,0.0068,0.0072,0.0069
Training.gain.with.only.evergreen_broadleaf_forest,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
Training.gain.with.only.evergreen_needleleaf_forest,0.7258,0.6776,0.6888,0.701,0.6809,0.6802,0.7041,0.6987,0.6914,0.6899,0.6938
Training.gain.with.only.grasslands,0.2718,0.2707,0.2761,0.2661,0.2631,0.259,0.277,0.2749,0.2616,0.2556,0.2676
Training.gain.with.only.mixed_forests,0.8159,0.78,0.7754,0.7684,0.7666,0.7445,0.7899,0.7859,0.7784,0.761,0.7766
Training.gain.with.only.open_shrublands,0.0249,0.0273,0.0239,0.0271,0.0242,0.024,0.0276,0.0286,0.0264,0.023,0.0257
Training.gain.with.only.precipitation_seasonality,0.6496,0.6479,0.6573,0.6443,0.6547,0.6547,0.6506,0.6443,0.6571,0.6552,0.6516
Training.gain.with.only.savannas,0.041,0.044,0.0383,0.0508,0.0389,0.0489,0.0442,0.0446,0.0441,0.0528,0.0448
Training.gain.with.only.snow_ice,0.0028,0.0052,0.0049,0.0023,0.0064,0.0017,0.0042,0.0044,0.0039,0.0048,0.0041
Training.gain.with.only.temperature_seasonality,0.3309,0.3229,0.3213,0.329,0.3287,0.3135,0.3212,0.3253,0.3235,0.3134,0.323
Training.gain.with.only.urban_areas,0.1999,0.2002,0.182,0.1871,0.1792,0.1804,0.1808,0.193,0.1969,0.1805,0.188
Training.gain.with.only.wetlands,0.0435,0.0479,0.0458,0.0426,0.0475,0.0484,0.0499,0.0475,0.0509,0.0404,0.0464
Training.gain.with.only.woody_savannas,0.2368,0.2298,0.2294,0.2305,0.2251,0.2284,0.2244,0.2246,0.2401,0.2245,0.2294
Test.gain.without.annual_mean_temperature,2.107,2.0351,1.9758,18.4754,1.9527,2.1064,1.8996,1.8655,1.9081,2.034,3.636
Test.gain.without.annual_precipitation,2.0734,2.1857,2.0595,2.1504,2.1605,2.2278,2.1017,1.9526,2.1249,2.2422,2.1279
Test.gain.without.barren_vegetation,2.2677,2.2535,2.0803,18.036,2.0307,2.2879,1.9432,1.9545,1.9427,2.1217,3.6918
Test.gain.without.closed_shrubland,2.2172,2.2301,2.0687,22.9544,2.0367,2.2839,1.9308,1.4284,2.0326,2.1247,4.1307
Test.gain.without.croplands,2.2308,2.2525,2.0817,22.4036,2.0619,2.2897,1.9099,1.9525,2.0361,2.1804,4.1399
Test.gain.without.deciduous_broadleaf_forest,2.2431,2.2403,2.0834,12.1116,2.0857,2.3061,1.9434,1.9501,2.0436,2.121,3.1128
Test.gain.without.deciduous_needleleaf_forest,2.2451,2.2695,2.0799,22.5353,2.0513,2.2794,1.944,1.9455,2.0191,2.1381,4.1507
Test.gain.without.evergreen_broadleaf_forest,2.2304,2.2491,2.0848,14.5459,2.0639,2.2921,1.9315,1.9203,2.0676,2.1199,3.3505
Test.gain.without.evergreen_needleleaf_forest,2.2215,2.2183,2.074,37.3976,2.0479,2.2661,1.9558,1.9054,1.9948,2.1145,5.6196
Test.gain.without.grasslands,2.2359,2.2517,2.0783,24.4285,2.0675,2.3016,1.9616,1.9857,2.094,2.2016,4.3606
Test.gain.without.mixed_forests,2.2435,2.2539,2.0767,36.2106,2.0579,2.2872,1.7541,1.9291,2.033,2.1346,5.4981
Test.gain.without.open_shrublands,2.2417,2.254,2.0935,27.2485,2.0376,2.2869,1.9342,1.9633,2.0033,2.1758,4.6239
Test.gain.without.precipitation_seasonality,2.1467,2.1648,2.0692,17.6952,2.0186,2.2383,1.9264,1.8936,2.0038,2.1294,3.6286
Test.gain.without.savannas,2.2401,2.2557,2.0843,26.8153,2.0273,2.2956,1.9576,1.9394,2.0334,2.1606,4.5809
Test.gain.without.snow_ice,2.2446,2.2657,2.0759,16.6145,2.0377,2.2975,1.9309,1.9357,1.9638,2.1588,3.5525
Test.gain.without.temperature_seasonality,2.233,2.1594,2.0101,29.3468,1.9194,2.1584,1.8332,1.8444,1.8729,2.0243,4.7402
