,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,701,701,701,701,701,701,701,701,701,701,701
Regularized.training.gain,74.0313,84.1723,154.1909,102.5103,53.5742,126.3439,69.8089,71.0203,50.3306,62.3092,84.8292
Unregularized.training.gain,120.4393,135.5637,231.7855,162.1054,94.3459,199.2504,111.7419,115.6058,85.5131,102.2621,135.8613
Iterations,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
Training.AUC,0.9529,0.947,0.9323,0.9397,0.9527,0.9423,0.9541,0.9479,0.9631,0.96,0.9492
X.Test.samples,175,175,175,175,175,175,175,175,175,175,175
Test.gain,87.2055,110.5451,-6.3999,87.9503,129.7543,107.7261,45.3907,78.327,127.9777,104.0574,87.2534
Test.AUC,0.9559,0.95,0.8977,0.9415,0.9575,0.9262,0.9474,0.9436,0.9596,0.9719,0.9451
AUC.Standard.Deviation,0.0095,0.0101,0.016,0.0124,0.0094,0.0134,0.0112,0.0112,0.0072,0.0064,0.0107
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
barren_vegetation.contribution,13.7459,13.786,9.6074,10.6911,5.3808,6.9571,5.1669,5.5715,4.4364,4.8151,8.0158
closed_shrubland.contribution,2.3034,2.6659,2.3912,4.0962,4.9319,3.8832,5.2868,5.1789,5.3465,5.0562,4.114
croplands.contribution,2.1699,2.8756,0.6361,1.331,0.9789,0.9559,0.9374,0.9032,0.8911,1.0793,1.2758
deciduous_broadleaf_forest.contribution,1.361,2.0014,1.9015,2.4223,2.7991,2.5694,3.0259,2.7735,2.9839,3.1932,2.5031
deciduous_needleleaf_forest.contribution,0.157,0.1577,0.0476,0.1468,0.1253,0.1845,0.1238,0.0631,0.0662,0.0809,0.1153
evergreen_broadleaf_forest.contribution,0.0023,0,0,0,0,0,0,0,0,0,2e-04
evergreen_needleleaf_forest.contribution,1.8897,1.3288,0.5163,0.758,0.7067,0.7399,0.7518,0.7294,0.7998,0.787,0.9007
grasslands.contribution,1.7222,2.0646,2.0817,2.6164,3.0193,2.6072,3.1233,3.1099,3.3208,3.3581,2.7024
mixed_forests.contribution,1.7631,2.0176,2.266,2.6267,2.8717,3.1004,2.9609,2.8968,3.1729,3.2907,2.6967
open_shrublands.contribution,2.161,2.2052,1.1216,1.5866,1.5541,1.6375,1.4772,1.5496,1.5464,1.5696,1.6409
precipitation_of_wettest_quarter.1.contribution,1.2532,1.0295,0.5717,0.7986,1.141,0.903,1.1024,1.0829,1.0593,0.9408,0.9882
precipitation_of_wettest_quarter.2.contribution,7.698,6.1202,1.9543,4.8104,1.9765,1.7875,1.1583,2.6227,2.1323,1.2964,3.1557
precipitation_of_wettest_quarter.3.contribution,11.1735,13.6603,11.1819,17.02,19.4636,15.4757,19.1065,19.8709,21.127,20.6916,16.8771
precipitation_of_wettest_quarter.4.contribution,0.3609,0.1531,0.1054,0.2106,0.1245,0.0827,0.0826,0.0763,0.0597,0.1056,0.1361
savannas.contribution,1.4126,0.9156,1.19,2.2217,2.236,1.72,2.1998,2.2763,2.3479,2.2708,1.8791
snow_ice.contribution,45.1422,43.9248,59.0963,42.3634,45.532,48.0096,45.8351,43.9113,43.4344,44.3256,46.1575
urban_areas.contribution,0.2209,0.1295,0.098,0.0776,0.1895,0.0832,0.0284,0.0529,0.0344,0.0703,0.0985
wetlands.contribution,0.7032,0.2407,0.3251,0.3574,0.2629,1.8177,0.535,0.2974,0.2086,0.1921,0.494
woody_savannas.contribution,4.7601,4.7237,4.9078,5.8651,6.7062,7.4855,7.0981,7.0335,7.0325,6.8766,6.2489
barren_vegetation.permutation.importance,21.6251,22.9477,21.8612,25.0151,23.4461,24.0514,20.1552,25.7236,23.7612,15.1154,22.3702
closed_shrubland.permutation.importance,0.1234,0.0154,0.0057,0.0115,0.0286,0,0.0098,0.1299,0.13,0.0064,0.0461
croplands.permutation.importance,15.5781,14.6152,6.5106,14.3289,15.0834,15.2807,14.7499,12.9315,14.5086,14.8589,13.8446
deciduous_broadleaf_forest.permutation.importance,0.2777,1.1979,0.6907,1.1723,1.059,1.5009,0.4413,0.5631,0.7743,1.1111,0.8788
deciduous_needleleaf_forest.permutation.importance,0,0.2672,0.0996,0.2505,0.1431,0.1445,0.0731,0,0.0577,0.249,0.1285
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,0,0.25,0.2653,0,0.3899,0,0.3758,0,0.2477,0.2023,0.1731
grasslands.permutation.importance,2.7849,1.0278,1.5064,0,0.6123,0.5468,4.4104,0.0668,0.3006,4.0546,1.5311
mixed_forests.permutation.importance,5.6332,6.7234,9.7604,6.451,7.1682,7.087,6.8189,6.1393,6.6447,7.7934,7.0219
open_shrublands.permutation.importance,2.2012,2.6361,2.05,2.5003,2.0687,2.9211,2.5316,3.7741,1.7782,1.4864,2.3948
precipitation_of_wettest_quarter.1.permutation.importance,33.6043,35.4135,38.1236,33.9082,33.8445,35.4558,35.2769,36.0791,37.44,32.6233,35.1769
precipitation_of_wettest_quarter.2.permutation.importance,6.4561,4.8039,5.0705,5.3609,4.8867,5.1833,6.696,6.012,4.5121,4.0544,5.3036
precipitation_of_wettest_quarter.3.permutation.importance,2.5208,6.0246,7.5413,6.5402,3.908,4.7623,4.0818,5.0041,5.9006,4.3393,5.0623
precipitation_of_wettest_quarter.4.permutation.importance,6.6524,1.2303,0.034,0.4396,5.2915,0,0,0.7609,1.0304,11.147,2.6586
savannas.permutation.importance,0.1224,0,3.3679,0,0,0,2.812,0.063,0,0.1167,0.6482
snow_ice.permutation.importance,0.2628,0.59,1.0682,0.5342,0,0,0,0.0815,1.0981,0.6464,0.4281
urban_areas.permutation.importance,0.4732,0.8454,0.4106,0.7313,0.9948,0.7159,0.3481,0.7471,0.6692,0.6505,0.6586
wetlands.permutation.importance,0.0806,0.1836,0.1417,0.5357,0.0866,0.2106,0.0594,0.2384,0.0021,0.0886,0.1627
woody_savannas.permutation.importance,1.6038,1.228,1.4923,2.2201,0.9886,2.1397,1.1598,1.6856,1.1446,1.4564,1.5119
Training.gain.without.barren_vegetation,61.7918,47.8818,92.8087,58.3723,33.0235,54.5431,45.6,55.892,43.4201,57.9418,55.1275
Training.gain.without.closed_shrubland,85.6454,65.4413,109.9872,104.2513,52.4335,87.5245,88.1525,70.6926,54.4004,64.7286,78.3257
Training.gain.without.croplands,82.9551,75.2641,138.2824,81.4448,49.2474,96.5442,119.4294,93.2246,51.1392,54.4061,84.1937
Training.gain.without.deciduous_broadleaf_forest,72.9502,87.0065,117.5548,157.9773,65.5003,118.2604,97.1941,91.0141,45.1483,39.4935,89.21
Training.gain.without.deciduous_needleleaf_forest,73.6802,81.557,95.4636,97.1524,57.7729,108.6848,75.3841,97.2409,57.157,66.4803,81.0573
Training.gain.without.evergreen_broadleaf_forest,78.892,84.6198,102.8182,99.7045,55.8898,109.2757,105.1195,89.9838,58.0465,78.4187,86.2768
Training.gain.without.evergreen_needleleaf_forest,69.4308,72.5303,124.0711,98.6351,51.4151,106.4606,119.7571,78.5673,58.4969,69.4451,84.8809
Training.gain.without.grasslands,80.8964,82.6964,141.2047,90.0562,64.7112,80.0853,81.6662,86.4676,45.7016,62.4597,81.5945
Training.gain.without.mixed_forests,80.7104,68.6137,134.1224,89.7315,53.2681,242.3831,97.2891,93.6317,50.8413,55.6745,96.6266
Training.gain.without.open_shrublands,69.826,75.2669,114.2604,89.3908,52.2303,70.3219,94.1318,72.6389,73.8444,64.5559,77.6467
Training.gain.without.precipitation_of_wettest_quarter.1,67.8755,81.5886,101.6416,94.9802,65.4058,277916.0225,94.9363,86.9962,49.7096,75.5826,27863.4739
Training.gain.without.precipitation_of_wettest_quarter.2,70.6707,62.5027,128.3658,105.2122,51.2864,90.288,72.9961,64.8854,45.4282,68.2447,75.988
Training.gain.without.precipitation_of_wettest_quarter.3,5.8467,4.4189,20.4105,5.5985,4.4503,8.9948,8.5395,5.5263,4.2276,4.4661,7.2479
Training.gain.without.precipitation_of_wettest_quarter.4,75.3276,97.7964,150.7372,97.8995,54.8417,93.497,131.6589,72.978,46.3775,66.6183,88.7732
Training.gain.without.savannas,71.4276,69.682,121.0046,99.2277,56.1224,84.5142,92.4355,75.0184,48.1248,70.324,78.7881
Training.gain.without.snow_ice,4.5507,4.3823,4.6555,4.3022,4.2138,4.5233,4.793,4.9965,4.7891,4.3938,4.56
Training.gain.without.urban_areas,99.1812,68.3633,159.711,85.0721,68.6253,74.6031,88.1772,72.9332,57.9797,67.6484,84.2294
Training.gain.without.wetlands,77.6253,91.7499,241.2294,100.7232,60.7522,52694.3877,79.639,82.709,48.6531,69.2537,5354.6723
Training.gain.without.woody_savannas,64.1996,82.3699,98.9583,96.4644,45.9631,67.9928,70.6098,93.7431,53.9855,52.759,72.7046
Training.gain.with.only.barren_vegetation,0.4308,0.4366,0.4343,0.4343,0.4379,0.4387,0.4328,0.4301,0.4308,0.4308,0.4337
Training.gain.with.only.closed_shrubland,0.0264,0.0294,0.0177,0.0249,0.0286,0.023,0.0246,0.0271,0.0294,0.0297,0.0261
Training.gain.with.only.croplands,0.457,0.4654,0.451,0.4523,0.4621,0.4612,0.4697,0.4678,0.4697,0.4542,0.461
Training.gain.with.only.deciduous_broadleaf_forest,0.0382,0.0356,0.0332,0.0394,0.0354,0.0322,0.04,0.0366,0.0394,0.0388,0.0369
Training.gain.with.only.deciduous_needleleaf_forest,0.0076,0.0077,0.0073,0.0115,0.0079,0.0057,0.0077,0.0062,0.0072,0.0063,0.0075
Training.gain.with.only.evergreen_broadleaf_forest,0,0,0,0,0,0,0,0,0,0,0
Training.gain.with.only.evergreen_needleleaf_forest,0.4111,0.3664,0.369,0.3653,0.369,0.3588,0.3824,0.4089,0.4115,0.3824,0.3825
Training.gain.with.only.grasslands,0.7451,0.6959,0.693,0.7169,0.7218,0.7025,0.7401,0.7217,0.7215,0.722,0.7181
Training.gain.with.only.mixed_forests,0.1942,0.1687,0.1807,0.1823,0.1656,0.1634,0.1764,0.1826,0.197,0.1952,0.1806
Training.gain.with.only.open_shrublands,0.9608,0.9545,0.9472,0.9412,0.9417,1.008,0.9696,0.941,0.9785,0.9619,0.9604
