,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,755,755,755,755,755,755,755,755,755,755,755
Regularized.training.gain,2.53,2.5745,2.6173,2.6158,2.5685,2.5911,2.6247,2.6535,2.6331,2.5999,2.6008
Unregularized.training.gain,2.7308,2.7691,2.8187,2.8329,2.756,2.7919,2.8353,2.8734,2.8534,2.8068,2.8068
Iterations,1440,1620,1380,1540,1460,1580,1760,1640,1520,1560,1550
Training.AUC,0.9678,0.969,0.9696,0.9688,0.9682,0.9684,0.9688,0.9696,0.9695,0.9696,0.9689
X.Test.samples,188,188,188,188,188,188,188,188,188,188,188
Test.gain,2.8454,2.661,2.524,2.5438,2.7103,2.6168,2.5018,2.3789,2.4694,2.5878,2.5839
Test.AUC,0.9701,0.9639,0.9593,0.9609,0.9649,0.964,0.9633,0.9569,0.9596,0.9615,0.9624
AUC.Standard.Deviation,0.0032,0.0044,0.0046,0.0044,0.0045,0.0039,0.0038,0.0045,0.0047,0.0043,0.0042
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
barren_vegetation.contribution,0.0734,0.1083,2.2659,2.1946,2.0533,5.4467,4.9937,5.0149,5.0019,4.8823,3.2035
closed_shrubland.contribution,0.0896,0.1488,0.1649,0.2214,0.2349,0.2436,0.235,0.2394,0.2876,0.3015,0.2167
croplands.contribution,19.4354,19.3992,18.1478,18.4391,18.0475,16.8966,15.4623,16.0135,16.4299,16.4444,17.4716
deciduous_broadleaf_forest.contribution,0.8728,0.6134,1.1194,1.0238,0.7746,0.5044,0.8925,0.6593,0.5038,0.9539,0.7918
deciduous_needleleaf_forest.contribution,0.1951,0.1523,0.4115,0.1611,0.1219,0.1758,0.1237,0.1716,0.1508,0.1125,0.1776
evergreen_broadleaf_forest.contribution,0.0479,0.039,0.008,0.01,5e-04,0,0.027,0.0112,0.0032,0.0174,0.0164
evergreen_needleleaf_forest.contribution,0.2752,0.407,0.2689,0.3282,0.1955,0.2128,0.4805,0.2773,0.326,0.3847,0.3156
grasslands.contribution,0.3984,0.7208,1.2496,1.1925,1.346,1.6532,1.759,1.9566,2.3646,2.4987,1.5139
mixed_forests.contribution,11.4948,10.9115,13.1307,10.2017,8.6607,9.773,9.53,9.0624,8.7561,8.4826,10.0004
open_shrublands.contribution,0.1728,0.2787,0.4356,0.4815,0.5844,0.662,0.774,0.7791,0.9889,0.8738,0.6031
precipitation_of_wettest_quarter.1.contribution,4.4107,9.979,4.1398,2.4962,9.6084,7.0374,5.3438,8.3743,7.6361,1.6723,6.0698
precipitation_of_wettest_quarter.2.contribution,23.0797,32.2005,25.3727,20.2425,33.5605,31.9587,30.6269,34.7815,34.7721,29.5739,29.6169
precipitation_of_wettest_quarter.3.contribution,14.1295,1.3146,1.086,9.3471,2.2778,1.2563,7.5638,1.2366,1.0694,6.4838,4.5765
precipitation_of_wettest_quarter.4.contribution,9.16,8.5444,16.596,21.3357,8.4221,9.1914,8.2197,7.9658,8.8468,11.956,11.0238
savannas.contribution,0.0056,0.008,0.0789,0.0385,0.0356,0.012,0.002,6e-04,0.004,0.008,0.0193
snow_ice.contribution,0.0935,0.1193,0.1408,0.1211,0.1297,0.1071,0.0862,0.0701,0.0772,0.0843,0.1029
