,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,427,427,427,427,427,427,427,427,427,427,427
Regularized.training.gain,1.9281,1.9962,1.9747,1.9353,1.9859,2.0137,1.9591,1.9642,1.9775,1.9542,1.9689
Unregularized.training.gain,2.1921,2.2758,2.2478,2.1986,2.2785,2.3054,2.2324,2.2454,2.26,2.2486,2.2485
Iterations,1980,2000,2420,2360,2540,2540,1880,2260,2060,2060,2210
Training.AUC,0.9527,0.9559,0.9541,0.9532,0.9545,0.958,0.9544,0.9537,0.9548,0.954,0.9545
X.Test.samples,106,106,106,106,106,106,106,106,106,106,106
Test.gain,2.075,1.7854,1.9052,2.0769,1.7574,1.6786,1.9478,1.929,1.8241,1.9247,1.8904
Test.AUC,0.9496,0.934,0.9434,0.9479,0.9363,0.9268,0.9438,0.9429,0.9397,0.9441,0.9408
AUC.Standard.Deviation,0.0052,0.0067,0.0061,0.0051,0.0065,0.0082,0.0059,0.0057,0.0058,0.0055,0.0061
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
barren_vegetation.contribution,18.1374,22.1858,19.7797,21.8769,18.6228,17.7458,16.9093,17.9665,16.704,15.0522,18.498
closed_shrubland.contribution,0.2335,0.1066,0.3788,0.1719,0.2552,0.2592,0.3046,0.3322,0.5321,0.3494,0.2923
croplands.contribution,13.0448,8.8635,11.0932,11.9539,11.3336,11.068,13.5194,11.8709,12.6332,12.6248,11.8005
deciduous_broadleaf_forest.contribution,1.9813,1.3703,1.24,1.3062,1.0392,1.1792,1.3396,1.7712,1.3603,1.4576,1.4045
deciduous_needleleaf_forest.contribution,0.0068,0.001,0.0074,0.0031,0.0055,0.0092,0.0055,0.023,0.034,0.0097,0.0105
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,3.5333,3.1786,4.0421,5.2934,4.8834,5.8625,5.1869,5.5344,5.6158,5.8612,4.8992
grasslands.contribution,7.3368,8.3128,8.4322,9.534,10.1657,10.4734,10.908,11.2079,11.9449,11.9517,10.0267
mixed_forests.contribution,1.5455,2.4984,2.7568,3.2191,3.6018,3.9592,4.8802,4.8603,4.9484,5.5018,3.7772
open_shrublands.contribution,2.6811,3.5631,5.383,5.0592,5.5065,5.5193,5.7503,5.3894,6.3766,6.3417,5.157
precipitation_of_wettest_quarter.1.contribution,12.1187,12.1134,10.5296,8.7822,9.1232,8.8904,8.8739,7.6895,6.7053,7.2007,9.2027
precipitation_of_wettest_quarter.2.contribution,23.5961,21.8147,22.7646,19.5753,19.7201,18.5748,17.4546,17.7999,17.4448,17.8516,19.6597
precipitation_of_wettest_quarter.3.contribution,3.1023,4.2812,3.3205,3.4047,3.5103,4.1432,4.1266,4.4364,4.3752,4.7189,3.9419
precipitation_of_wettest_quarter.4.contribution,1.9834,1.5895,1.3012,1.1673,1.8074,1.9248,1.785,1.7818,1.8809,1.8087,1.703
savannas.contribution,0.7721,0.6918,0.4708,0.4987,0.4546,0.3186,0.6394,0.3989,0.4816,0.715,0.5442
snow_ice.contribution,0.2649,0.1324,0.2141,0.257,0.3796,0.3823,0.4061,0.3738,0.3533,0.3479,0.3111
urban_areas.contribution,7.9013,7.5102,6.3365,6.0239,7.6861,7.4193,5.8181,6.3953,6.3278,5.5995,6.7018
wetlands.contribution,1.314,1.1118,1.119,0.9688,0.7714,1.1109,0.7651,0.7207,0.761,0.8319,0.9475
woody_savannas.contribution,0.4467,0.6749,0.8303,0.9041,1.1335,1.1599,1.3275,1.4478,1.5208,1.7756,1.1221
barren_vegetation.permutation.importance,6.65,7.9499,9.9423,7.2931,7.8013,6.1185,6.5945,7.7394,7.1048,5.1756,7.2369
closed_shrubland.permutation.importance,0.1078,0.1347,0.2583,0.1328,0.1728,0.0482,0.1014,0.1649,0.3489,0.1425,0.1612
croplands.permutation.importance,4.9267,4.5166,6.7206,4.3372,5.9647,5.806,5.9903,4.1964,4.2981,5.3496,5.2106
deciduous_broadleaf_forest.permutation.importance,0.3287,0.523,0.3893,0.394,0.1983,0.3434,0,0.5561,0.6175,0.2845,0.3635
deciduous_needleleaf_forest.permutation.importance,0.0731,0,0.0715,0,5e-04,0.0061,0,0.0154,0.0146,0.1164,0.0298
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,2.1463,1.8208,1.7451,1.9515,1.4615,2.044,1.6722,1.9402,1.3459,1.8473,1.7975
grasslands.permutation.importance,9.6872,8.0971,11.7485,8.1842,10.0818,9.7997,9.2904,8.8993,7.4713,9.5029,9.2762
mixed_forests.permutation.importance,2.4021,3.5752,3.7238,3.9042,2.9258,2.2608,4.113,3.2815,3.2437,3.6399,3.307
open_shrublands.permutation.importance,2.4925,2.1425,1.3831,3.1406,4.3182,2.7245,3.3025,1.2543,6.5594,1.9125,2.923
precipitation_of_wettest_quarter.1.permutation.importance,21.7156,26.4951,21.6567,28.5433,18.4877,16.9322,16.9302,23.5535,22.9249,28.1678,22.5407
precipitation_of_wettest_quarter.2.permutation.importance,32.3868,30.2241,27.84,30.2907,29.1173,39.6066,35.4444,31.0158,31.4903,27.0518,31.4468
precipitation_of_wettest_quarter.3.permutation.importance,4.6985,4.9482,4.3068,4.1354,6.6607,3.0771,5.0306,6.6471,5.3571,7.3894,5.2251
precipitation_of_wettest_quarter.4.permutation.importance,6.1035,4.917,5.3281,3.5965,7.2534,5.7433,5.7652,4.9766,5.0608,3.9706,5.2715
savannas.permutation.importance,1.0387,0.5225,0.6853,0.6963,0.5607,0.6224,1.3543,0.7298,0.8332,1.5239,0.8567
snow_ice.permutation.importance,0.7578,0.2565,0.3433,0.3239,0.7317,0.5714,0.7563,0.4954,0.5488,0.246,0.5031
urban_areas.permutation.importance,2.2756,2.0793,2.3279,1.4291,2.4303,2.1045,2.1618,2.2758,1.7722,1.6019,2.0458
