,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742
Regularized.training.gain,47.7477,46.4343,19.1575,25.3589,5.2348,1131617.2145,57.7985,3784952.1639,89238.3326,707.8366,500671.7279
Unregularized.training.gain,84.0341,82.4712,40.081,49.8539,19.4977,3102213.4688,115.4743,8633081.7688,199555.2454,1482.9265,1193672.4822
Iterations,10000,10000,10000,10000,10000,1500,10000,3340,1140,10000,7598
Training.AUC,0.9515,0.9509,0.9551,0.9551,0.9358,0.506,0.9488,0.5098,0.8096,0.9273,0.845
X.Test.samples,435,435,435,435,435,435,435,435,435,435,435
Test.gain,17.5978,15.1577,49.7835,43.2404,16.8546,6637963.3708,111.9458,7416749.0228,284068.0831,1667.9892,1434070.3046
Test.AUC,0.9479,0.9417,0.9403,0.9487,0.9125,0.5068,0.9487,0.5113,0.8109,0.9164,0.8385
AUC.Standard.Deviation,0.0045,0.0054,0.0051,0.004,0.0085,0.0028,0.0042,0.0036,0.0111,0.008,0.0057
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
barren_vegetation.contribution,0.3365,0.4773,1.1313,1.0727,4.0962,0,5e-04,2e-04,1e-04,1e-04,0.7115
closed_shrubland.contribution,0.0013,0.0018,0,0.0015,0.0337,0,0,0,0,0,0.0038
croplands.contribution,0.1043,0.6039,0.3321,0.4062,2.3748,0,2e-04,0.6869,0.4186,0.4633,0.539
deciduous_broadleaf_forest.contribution,0.0479,0.0612,0.183,0.0951,0.6625,0,0,0,0,0,0.105
deciduous_needleleaf_forest.contribution,0.0123,0.1866,0.4487,0.3588,1.698,5.8136,49.9886,3.2894,43.449,48.0914,15.3336
evergreen_broadleaf_forest.contribution,0.0269,0.0319,0.0497,0.0517,0.2939,0,0,0,0,0,0.0454
evergreen_needleleaf_forest.contribution,0.0509,0.0815,0.249,0.2725,1.6966,0,1e-04,0.0525,0.2427,0.2687,0.2915
grasslands.contribution,0.161,0.2152,0.3881,0.362,1.7887,0,1e-04,0.1365,0,1e-04,0.3052
mixed_forests.contribution,1.0799,1.1608,2.8448,2.1734,10.0613,1e-04,0.001,0.3673,1.3245,1.466,2.0479
open_shrublands.contribution,0.161,0.1446,0.5509,0.3752,5.523,0,3e-04,0,1e-04,1e-04,0.6755
precipitation_of_wettest_quarter.1.contribution,0.1536,0.1926,0.3602,0.3668,1.6853,0,1e-04,0,0,0,0.2759
precipitation_of_wettest_quarter.2.contribution,1.4764,1.8891,4.4795,3.7715,17.8122,1e-04,0.001,4.9148,0.0571,0.0632,3.4465
precipitation_of_wettest_quarter.3.contribution,0.5596,0.3387,1.5739,1.2694,36.5863,1e-04,5e-04,0.1344,0.0046,0.0052,4.0473
precipitation_of_wettest_quarter.4.contribution,0.4237,0.6747,1.4171,1.0157,5.246,0,4e-04,0,1e-04,1e-04,0.8778
savannas.contribution,0.0028,0.0165,0.0157,0.0175,0.0903,0,0,0,0,0,0.0143
snow_ice.contribution,0,0,0.0151,0,0.0227,0,0,0,0,0,0.0038
urban_areas.contribution,95.2883,93.7006,85.6135,88.1825,8.7992,94.1861,50.0072,90.418,54.5031,49.6417,71.034
wetlands.contribution,0.0109,0.0164,0.0398,0.0337,0.1332,0,0,0,0,0,0.0234
woody_savannas.contribution,0.1027,0.2065,0.3078,0.1739,1.3961,0,1e-04,0,0,0,0.2187
barren_vegetation.permutation.importance,1.7218,16.7871,3.3873,4.9364,0.9464,5e-04,45.9199,0.0114,1.3999,6.4809,8.1592
closed_shrubland.permutation.importance,0.0111,0.005,0,0.0047,0.019,0,0,0,1e-04,0,0.004
croplands.permutation.importance,1.9274,1.2185,1.46,2.3082,1.9427,0,1.0566,0,0.114,1.7141,1.1742
deciduous_broadleaf_forest.permutation.importance,0.686,0.6724,0.5041,0.7339,0.0705,0,0.1676,0,0.3324,0.4955,0.3662
deciduous_needleleaf_forest.permutation.importance,1.5458,4.1876,0.3722,0.7201,0.3049,5.9888,3.3072,0.5689,0.4501,6.0779,2.3523
evergreen_broadleaf_forest.permutation.importance,0.1043,0.0841,0.0736,0.0725,0.0172,0,0.0414,0,0.003,0.0684,0.0465
evergreen_needleleaf_forest.permutation.importance,0.6569,0.7869,1.2455,1.1249,0.5992,5e-04,0.7288,0,0.6667,1.7636,0.7573
grasslands.permutation.importance,1.0383,1.3489,1.9435,2.1696,2.5575,0,1.8512,0,1.3327,6.2569,1.8499
mixed_forests.permutation.importance,4.1177,3.0652,3.2914,2.9903,2.281,5e-04,2.5117,0,3.0068,5.1048,2.6369
open_shrublands.permutation.importance,14.6862,4.0414,13.267,3.7861,12.1665,5e-04,4.4175,0.0114,6.0347,10.945,6.9356
precipitation_of_wettest_quarter.1.permutation.importance,17.2183,24.8805,23.6845,25.1187,5.2128,0,11.5538,0,10.0131,18.6162,13.6298
precipitation_of_wettest_quarter.2.permutation.importance,22.0185,12.2277,17.1777,10.4818,27.4311,0,8.7948,34.5973,55.1171,15.5624,20.3408
precipitation_of_wettest_quarter.3.permutation.importance,11.015,8.8724,9.4373,13.8393,22.2448,0,2.4695,40.3473,11.7942,5.4363,12.5456
precipitation_of_wettest_quarter.4.permutation.importance,17.9552,17.6734,19.1721,27.3071,19.7584,5e-04,14.0656,0,3.9013,19.6522,13.9486
savannas.permutation.importance,0,0.0316,0,0,0.039,0,0,0,1e-04,0.0138,0.0084
snow_ice.permutation.importance,0,0,0,0.1988,0.0039,0,0.199,0,0,0,0.0402
urban_areas.permutation.importance,4.8479,3.3309,4.0834,3.5808,2.1933,94.0087,2.11,24.4522,4.7816,0,14.3389
wetlands.permutation.importance,0.1373,0.046,0.0327,0.1202,0,0,0.0244,0,0.385,0.0197,0.0765
woody_savannas.permutation.importance,0.3125,0.7404,0.8675,0.5063,2.2116,0,0.7809,0.0114,0.6672,1.7923,0.789
Training.gain.without.barren_vegetation,114.4244,46.3537,19.2006,25.9282,3.9307,1438.2143,1060.2796,250.9685,1765.8089,394.4583,511.9567
Training.gain.without.closed_shrubland,113818200,43.4853,23.4803,26.1459,4.6397,866269.1,274813.9,2556.316,15.4766,18341.38,11498030
Training.gain.without.croplands,47.9582,43.3462,19.1328,25.6907,4.1613,1595966.0497,34826.407,112834.6578,72.3779,8594116.4837,1033795.6265
Training.gain.without.deciduous_broadleaf_forest,99.5054,48.356,19.7734,26.5263,4.4208,251501.3824,678740.3568,128815.5576,14.1638,18033.8092,107730.3852
Training.gain.without.deciduous_needleleaf_forest,48.5252,43.3263,19.0967,26.1363,4.0976,10.6112,34.0993,24.2894,17.9905,25.6053,25.3778
Training.gain.without.evergreen_broadleaf_forest,48.1788,43.8778,19.8318,41.1599,3.9855,608.1083,9476959.5301,20215.0249,108.4163,11398.8747,950944.6988
Training.gain.without.evergreen_needleleaf_forest,47.7093,43.9779,19.5171,25.3975,4.7559,164220.8,403.6154,13140.23,97.7847,37952890,3813090
Training.gain.without.grasslands,48.1766,43.1392,25.9459,25.9372,5.2788,111721.5536,3222441.5769,356.9045,111.4537,23531.0494,335831.1016
Training.gain.without.mixed_forests,12609070,43.889,32.5244,25.6151,5.0617,375358.8,556081.3,1500.05,153.6141,14126.05,1355640
Training.gain.without.open_shrublands,47.6848,59.6904,19.4348,25.7273,4.6975,4391893,238180.8,15889640,21.3937,7416843,2793674
Training.gain.without.precipitation_of_wettest_quarter.1,25109610,43.3179,19.6425,41.8962,5.0474,820319.4,2959661,301.095,100.9701,2331.821,2889243
Training.gain.without.precipitation_of_wettest_quarter.2,60.318,53.271,23.1606,25.5827,5.5625,15.3935,455103.3,266.8096,24.5836,21739860,2219543
Training.gain.without.precipitation_of_wettest_quarter.3,48.1247,43.4848,41.9058,26.4769,5.6153,238820.3,284538.2,103.9925,57.1967,65244840,6576853
Training.gain.without.precipitation_of_wettest_quarter.4,48.4734,43.3356,19.2061,25.5531,4.0271,588.0662,29692650,80.8462,95.5366,14532920,4422648
Training.gain.without.savannas,21849.3087,47.8169,33.7529,43.5805,5.055,44.278,9643602.9581,451.1021,66.9613,64840.8643,973098.5678
Training.gain.without.snow_ice,94.1356,296.361,38.2092,51.8948,4.2358,20081.7736,983147.532,242.9349,37.2967,37096.2349,104109.0608
Training.gain.without.urban_areas,4.2702,5.4496,7.7111,2.6421,4.0106,4.5506,2.7657,5.8947,4.4797,2.9654,4.474
Training.gain.without.wetlands,47.8663,60.0266,19.2092,25.7665,4.1705,10306.3542,950.4407,96.5163,23.8454,200653.6259,21218.7822
Training.gain.without.woody_savannas,47.5579,46.358,19.3962,42.0456,22.5597,5876655.7061,441484.7439,614864.8205,4150.9549,10545.7021,694787.9845
Training.gain.with.only.barren_vegetation,0.4623,0.4643,0.4618,0.4618,0.4585,0.461,0.4614,0.4614,0.4626,0.461,0.4616
Training.gain.with.only.closed_shrubland,1e-04,0,5e-04,8e-04,3e-04,2e-04,7e-04,9e-04,6e-04,0,4e-04
Training.gain.with.only.croplands,0.4563,0.4506,0.4681,0.4507,0.4651,0.4779,0.4517,0.4618,0.4813,0.4745,0.4638
Training.gain.with.only.deciduous_broadleaf_forest,0.0168,0.0181,0.0145,0.0181,0.0126,0.019,0.0139,0.0164,0.018,0.0151,0.0163
Training.gain.with.only.deciduous_needleleaf_forest,0.0207,0.0194,0.0182,0.0167,0.0164,0.0191,0.0159,0.017,0.0199,0.017,0.018
Training.gain.with.only.evergreen_broadleaf_forest,0,0,0,0,0,0,0,0,0,0,0
Training.gain.with.only.evergreen_needleleaf_forest,0.35,0.3435,0.3397,0.321,0.3502,0.3355,0.3343,0.3226,0.3216,0.3482,0.3367
Training.gain.with.only.grasslands,0.1663,0.1591,0.1632,0.1657,0.1601,0.1536,0.1589,0.1552,0.1458,0.1601,0.1588
Training.gain.with.only.mixed_forests,0.8946,0.8769,0.9101,0.8866,0.8775,0.8886,0.8863,0.8957,0.8865,0.9,0.8903
Training.gain.with.only.open_shrublands,0.0986,0.0979,0.1059,0.103,0.1007,0.1015,0.094,0.0968,0.0972,0.0952,0.0991
Training.gain.with.only.precipitation_of_wettest_quarter.1,1.0878,1.1053,1.1039,1.1048,1.0933,1.1145,1.09,1.0866,1.1058,1.0885,1.0981
Training.gain.with.only.precipitation_of_wettest_quarter.2,0.8983,0.9147,0.9011,0.9227,0.8974,0.9011,0.9039,0.8899,0.8803,0.8884,0.8998
Training.gain.with.only.precipitation_of_wettest_quarter.3,2.5239,795.5682,11.0582,0.9482,644068.2376,288052.6658,0.9552,71387.9614,2371.1507,0.9478,100669.2017
Training.gain.with.only.precipitation_of_wettest_quarter.4,0.6905,0.6941,0.6938,0.6965,0.7028,0.6985,0.6879,0.6707,0.7011,0.686,0.6922
Training.gain.with.only.savannas,0.0177,0.0217,0.021,0.019,0.0186,0.018,0.0167,0.0167,0.0239,0.0185,0.0192
Training.gain.with.only.snow_ice,0.0117,0.0138,0.0127,0.0135,0.015,0.0165,0.0134,0.0128,0.0135,0.0127,0.0136
Training.gain.with.only.urban_areas,46.5848,42.1279,571851.5,24.4819,9.1548,753473.8,29.0208,4244513,38821590,28.5085,4439161
Training.gain.with.only.wetlands,0.0504,0.0463,0.0465,0.0529,0.0408,0.0456,0.0443,0.0435,0.0457,0.0446,0.0461
Training.gain.with.only.woody_savannas,0.0306,0.0261,0.0284,0.0258,0.0285,0.0297,0.0244,0.03,0.0283,0.0304,0.0282
Test.gain.without.barren_vegetation,40.305,14.8435,49.9223,44.2463,10.4084,8279.383,2081.8521,483.7673,5608.1927,938.9692,1755.189
Test.gain.without.closed_shrubland,38406790,14.2872,62.0469,44.7277,14.2098,5081308,541732.3,4855.7,42.7188,48291.12,4408315
Test.gain.without.croplands,17.5352,14.2581,49.7855,43.8709,25.6966,9263852,69251.07,214008.4,221.1387,20871020,3041851
Test.gain.without.deciduous_broadleaf_forest,35.5243,15.4548,51.4913,45.48,14.4409,1628563.7536,1327237.8647,244430.3312,38.8457,43513.2542,324394.6441
Test.gain.without.deciduous_needleleaf_forest,17.8687,14.3315,49.507,44.9259,13.9911,50.0356,64.1669,39.3533,64.7622,60.5021,41.9444
Test.gain.without.evergreen_broadleaf_forest,17.5809,14.3382,51.711,71.45,10.1564,3487.979,18610800,39066.09,333.2378,27320.68,1868117
Test.gain.without.evergreen_needleleaf_forest,17.5801,14.3938,50.7665,43.4295,25.1003,949547.1,806.0447,27508.85,300.5455,91663280,9264159
Test.gain.without.grasslands,17.5237,14.1798,69.0622,44.2479,42.7632,694647.9315,6323581.8163,678.7656,344.3173,55452.7681,707489.3376
Test.gain.without.mixed_forests,4253460.3949,14.3665,87.8461,43.7071,24.513,2326306.4119,1178240.4616,2841.7511,474.582,34103.86,779559.7894
Test.gain.without.open_shrublands,17.4499,18.019,50.8322,43.7867,20.9574,25602260,504420,31164290,61.4763,18681350,7595253
Test.gain.without.precipitation_of_wettest_quarter.1,8407176.0602,14.225,51.0029,72.94,16.2826,4784305.0372,5816582.0011,569.4308,310.9148,5588.3755,1901468.627
Test.gain.without.precipitation_of_wettest_quarter.2,22.1451,16.5487,61.3057,43.8399,22.2993,76.537,988450.4,516.3505,71.6824,52497270,5348656
Test.gain.without.precipitation_of_wettest_quarter.3,17.4542,14.1572,115.6621,45.208,111.1282,1414980,609223.5,197.2149,174.3758,157536600,15956140
Test.gain.without.precipitation_of_wettest_quarter.4,17.799,14.2477,49.9554,43.6233,12.2508,3390.78,63455330,153.3915,294.6012,34321010,9778031
Test.gain.without.savannas,7601.252,15.655,91.4696,75.8368,15.1516,242.2831,18933590,862.8224,204.5675,152823.4,1909552
Test.gain.without.snow_ice,35.2114,80.559,104.1493,90.6146,15.6235,117955.88,1924766.3013,464.9291,110.9687,89735.808,213336.0045
Test.gain.without.urban_areas,8.5927,13.1131,2.7703,3.7294,8.6456,10.189,4.3055,12.0202,9.899,4.2538,7.7519
Test.gain.without.wetlands,17.6658,18.7565,49.9525,44.191,11.1173,61733.7604,1955.527,182.9159,68.716,495993.3069,56007.5909
Test.gain.without.woody_savannas,17.6441,14.8992,50.5484,73.1626,117.4242,34106570,937400.6,1173576,12926.16,25066.56,3625581
Test.gain.with.only.barren_vegetation,0.461,0.4526,0.4636,0.4643,0.4765,0.4676,0.4659,0.4659,0.4606,0.4676,0.4646
Test.gain.with.only.closed_shrubland,4e-04,6e-04,-7e-04,-0.0027,1e-04,4e-04,-0.0017,-0.0046,-0.0013,6e-04,-9e-04
Test.gain.with.only.croplands,0.4837,0.5086,0.4402,0.5089,0.4522,0.4004,0.5054,0.465,0.3857,0.4134,0.4564
Test.gain.with.only.deciduous_broadleaf_forest,0.0221,0.0165,0.0291,0.017,0.0358,0.0117,0.0325,0.0234,0.0172,0.0285,0.0234
Test.gain.with.only.deciduous_needleleaf_forest,0.0093,0.0142,0.0197,0.0252,0.026,0.0163,0.028,0.0241,0.013,0.0244,0.02
Test.gain.with.only.evergreen_broadleaf_forest,0,0,0,0,0,0,0,0,0,0,0
Test.gain.with.only.evergreen_needleleaf_forest,0.2847,0.3085,0.3256,0.3999,0.2842,0.3419,0.3485,0.3916,0.3961,0.291,0.3372
Test.gain.with.only.grasslands,0.1355,0.1648,0.149,0.14,0.1603,0.1865,0.1659,0.1808,0.2178,0.1608,0.1661
Test.gain.with.only.mixed_forests,0.8547,0.9247,0.7908,0.8853,0.9197,0.8762,0.8849,0.8503,0.8858,0.8311,0.8703
Test.gain.with.only.open_shrublands,0.1,0.1011,0.0686,0.0799,0.0912,0.0886,0.1181,0.1071,0.1055,0.1119,0.0972
Test.gain.with.only.precipitation_of_wettest_quarter.1,1.1365,1.0667,1.0716,1.0678,1.1146,1.0293,1.1285,1.1386,1.066,1.1348,1.0954
