,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548
Regularized.training.gain,2.0185,2.0342,2.0261,2.0329,2.031,2.0401,2.0225,2.0262,1.9974,2.0022,2.0231
Unregularized.training.gain,2.1597,2.2031,2.2502,2.2075,2.1765,2.195,2.18,2.1931,2.1463,2.1697,2.1881
Iterations,1420,1820,2340,1660,1380,1620,1280,2060,1540,1740,1686
Training.AUC,0.9526,0.953,0.9517,0.9526,0.9529,0.9532,0.9527,0.9523,0.9522,0.9513,0.9525
X.Test.samples,386,386,386,386,386,386,386,386,386,386,386
Test.gain,2.0506,2.0272,2.0634,2.0444,2.0311,2.0045,2.0597,2.0604,2.1525,2.1495,2.0643
Test.AUC,0.9477,0.9471,0.95,0.9481,0.9468,0.9456,0.9478,0.9499,0.9508,0.9529,0.9487
AUC.Standard.Deviation,0.0036,0.0037,0.0034,0.0034,0.0036,0.0039,0.0037,0.0033,0.0036,0.0034,0.0036
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
barren_vegetation.contribution,0.1766,0.1162,0.4654,0.446,0.3249,0.4995,0.5871,0.4523,0.7855,0.813,0.4667
closed_shrubland.contribution,0.221,0.3848,0.4531,0.2125,0.2446,0.2873,0.2639,0.2137,0.2107,0.17,0.2662
croplands.contribution,7.8385,8.0243,8.033,8.4031,9.7402,9.9034,10.7356,11.2975,11.1162,11.116,9.6208
deciduous_broadleaf_forest.contribution,1.6449,1.6599,1.6726,1.8336,1.6994,1.6765,1.7801,1.3367,1.4567,1.5597,1.632
deciduous_needleleaf_forest.contribution,0.0902,0.0185,0.0597,0.0725,0.1777,0.1084,0.1184,0.0809,0.0833,0.0757,0.0885
evergreen_broadleaf_forest.contribution,0.0091,0.0582,0.0455,0.0462,0,0.049,0.0053,0.0501,0.0451,0.045,0.0353
evergreen_needleleaf_forest.contribution,1.1198,1.4068,1.2801,1.466,1.7515,2.3027,1.8946,2.0984,2.2106,2.0789,1.7609
grasslands.contribution,1.4965,1.2235,1.2284,1.33,1.473,1.3602,1.2859,1.4975,1.0658,1.357,1.3318
mixed_forests.contribution,31.4815,30.8696,29.6085,29.857,28.8833,27.801,27.6282,27.2454,26.6415,24.8431,28.4859
open_shrublands.contribution,1.0996,1.8256,2.6045,2.0788,2.2763,2.4629,2.5872,2.5573,3.1695,2.6399,2.3302
precipitation_of_wettest_quarter.1.contribution,10.9191,10.2298,10.2765,10.0547,10.0717,9.7796,9.6652,9.0615,8.3908,8.4301,9.6879
precipitation_of_wettest_quarter.2.contribution,26.8855,25.1485,25.1416,24.2309,23.4658,23.6534,23.614,22.13,22.223,22.8959,23.9389
precipitation_of_wettest_quarter.3.contribution,9.416,9.4217,9.012,8.7193,8.9166,8.976,8.4234,8.0851,8.1989,8.7081,8.7877
precipitation_of_wettest_quarter.4.contribution,0.4236,1.9261,2.1109,2.2273,2.1567,2.0946,2.1063,3.1313,4.5736,5.0539,2.5804
savannas.contribution,0.0236,0.0492,0.0245,0.0232,0.0182,0.0215,0.0273,0.0168,0.011,0.0173,0.0233
snow_ice.contribution,0.0318,0.0451,0.112,0.105,0.1161,0.1082,0.1471,0.1749,0.172,0.2039,0.1216
urban_areas.contribution,5.1445,6.05,6.2525,6.9696,6.7372,6.8717,7.1952,8.8241,8.0726,7.893,7.001
wetlands.contribution,0.1013,0.073,0.0877,0.1127,0.041,0.1114,0.0817,0.114,0.0802,0.3063,0.1109
woody_savannas.contribution,1.8769,1.4693,1.5316,1.8116,1.906,1.9325,1.8534,1.6325,1.493,1.7934,1.73
barren_vegetation.permutation.importance,0.0967,0.1111,0.1415,0.2335,0.0493,0.7544,0.8367,0.0864,0.0074,7e-04,0.2318
closed_shrubland.permutation.importance,0.0363,0.0981,0.1073,0.0525,0.0757,0.0729,0.0706,0.0525,0.0693,0.0759,0.0711
croplands.permutation.importance,8.0469,8.9663,9.4467,7.1805,7.5044,7.8923,8.199,9.0607,8.6077,8.0401,8.2945
deciduous_broadleaf_forest.permutation.importance,0.1619,0.1325,0.0814,0.1228,0.1422,0.0833,0.1095,0.1558,0.1248,0.1161,0.123
deciduous_needleleaf_forest.permutation.importance,0.4778,0.072,0.2037,0.1942,0.4828,0.3661,0.5149,0.2177,0.2894,0.1537,0.2972
evergreen_broadleaf_forest.permutation.importance,0.0551,0.1351,0.0871,0.1096,0,0.1262,0.0419,0.1231,0.106,0.1437,0.0928
evergreen_needleleaf_forest.permutation.importance,1.9314,2.3675,2.3136,1.7439,1.7804,2.062,1.9365,2.1121,2.5719,1.5696,2.0389
grasslands.permutation.importance,4.3964,5.0021,5.3464,3.8366,4.2761,4.3083,4.2741,4.9098,4.8027,4.2243,4.5377
mixed_forests.permutation.importance,2.4998,3.5308,3.4972,2.5147,2.6156,2.8201,2.7905,3.4745,3.573,2.8256,3.0142
open_shrublands.permutation.importance,1.7674,2.4308,1.6218,1.7522,1.8452,1.8188,2.009,1.7027,2.728,2.1111,1.9787
precipitation_of_wettest_quarter.1.permutation.importance,32.5946,28.548,32.7316,33.4694,31.3498,31.6444,30.7842,31.8303,27.1526,30.0879,31.0193
precipitation_of_wettest_quarter.2.permutation.importance,39.2818,35.7884,34.6523,36.847,37.8938,38.6026,39.9953,36.5702,37.3032,34.8655,37.18
precipitation_of_wettest_quarter.3.permutation.importance,4.0892,5.2835,3.3725,5.6628,6.4771,4.4526,2.7089,3.7229,6.0615,8.2562,5.0087
precipitation_of_wettest_quarter.4.permutation.importance,2.7377,4.6688,3.5561,3.626,2.9006,2.5666,3.2412,3.3947,4.1673,5.1026,3.5962
savannas.permutation.importance,0.0176,0.1119,0.0019,0,0,0.0033,0.0366,0.01,0,0.0015,0.0183
snow_ice.permutation.importance,0.0686,0.0994,0.0947,0.0777,0.0812,0.0582,0.0953,0.1114,0.1019,0.1053,0.0894
urban_areas.permutation.importance,1.4248,2.1991,2.2415,2.0413,2.2644,2.1313,1.9696,2.2483,2.1015,1.881,2.0503
wetlands.permutation.importance,0.1646,0.0871,0.0571,0.1456,0.1032,0.0885,0.0681,0.1226,0.1077,0.1883,0.1133
woody_savannas.permutation.importance,0.1513,0.3673,0.4455,0.3896,0.1581,0.1481,0.3182,0.0943,0.124,0.251,0.2447
Training.gain.without.barren_vegetation,2.0182,2.0338,2.0253,2.0328,2.0309,2.0394,2.0216,2.0253,1.9973,2.0023,2.0227
Training.gain.without.closed_shrubland,2.0165,2.0312,2.0214,2.0312,2.0289,2.0373,2.0202,2.0238,1.9955,2,2.0206
Training.gain.without.croplands,1.9708,1.9824,1.9744,1.9914,1.9882,1.9928,1.9767,1.9795,1.9514,1.9557,1.9763
Training.gain.without.deciduous_broadleaf_forest,2.0135,2.0312,2.0236,2.0293,2.0271,2.0376,2.0188,2.0221,1.995,1.9995,2.0198
Training.gain.without.deciduous_needleleaf_forest,2.0158,2.0331,2.0246,2.0319,2.028,2.0377,2.02,2.0251,1.9959,2.001,2.0213
Training.gain.without.evergreen_broadleaf_forest,2.0182,2.0319,2.0234,2.031,2.0309,2.0383,2.0229,2.0239,1.9956,2.0003,2.0216
Training.gain.without.evergreen_needleleaf_forest,1.9956,2.0025,1.9958,2.0099,2.0065,2.0081,1.9983,1.9998,1.9717,1.9794,1.9968
Training.gain.without.grasslands,1.9947,2.0121,1.9975,2.0142,2.0097,2.0181,2.0032,2.0003,1.9745,1.9809,2.0005
Training.gain.without.mixed_forests,2.0059,2.0168,2.007,2.0198,2.0194,2.0262,2.0086,2.008,1.9814,1.9892,2.0082
Training.gain.without.open_shrublands,2.0108,2.0243,2.0185,2.0247,2.024,2.0333,2.0147,2.0173,1.9874,1.9933,2.0148
Training.gain.without.precipitation_of_wettest_quarter.1,1.9527,1.9654,1.9495,1.9638,1.967,1.9686,1.9511,1.9537,1.9337,1.931,1.9537
Training.gain.without.precipitation_of_wettest_quarter.2,1.8152,1.8404,1.8183,1.8455,1.8407,1.8384,1.8209,1.8232,1.8092,1.815,1.8267
Training.gain.without.precipitation_of_wettest_quarter.3,2.0081,2.0225,2.0151,2.0215,2.0184,2.0277,2.0133,2.0154,1.9865,1.9886,2.0117
Training.gain.without.precipitation_of_wettest_quarter.4,2.0085,2.0205,2.007,2.02,2.0212,2.03,2.011,2.0117,1.9831,1.9874,2.01
Training.gain.without.savannas,2.0181,2.0333,2.0251,2.0323,2.0306,2.0398,2.0224,2.0253,1.9976,2.0021,2.0227
Training.gain.without.snow_ice,2.0161,2.0323,2.021,2.0298,2.0295,2.038,2.0196,2.023,1.9943,2.0005,2.0204
Training.gain.without.urban_areas,1.9683,1.9601,1.9395,1.9588,1.9673,1.9699,1.9565,1.9476,1.9367,1.9314,1.9536
Training.gain.without.wetlands,2.0177,2.0326,2.0248,2.0309,2.0301,2.0391,2.0226,2.0246,1.9967,1.9988,2.0218
Training.gain.without.woody_savannas,2.0179,2.0307,2.0175,2.03,2.029,2.0376,2.0201,2.0236,1.9964,1.9989,2.0202
Training.gain.with.only.barren_vegetation,0.4429,0.445,0.4439,0.4442,0.4426,0.4487,0.4516,0.4428,0.4404,0.4404,0.4443
Training.gain.with.only.closed_shrubland,0.0046,0.0068,0.0078,0.0046,0.0052,0.006,0.006,0.0052,0.0052,0.0052,0.0057
Training.gain.with.only.croplands,0.5796,0.584,0.5726,0.577,0.5966,0.5716,0.5805,0.5853,0.5789,0.5805,0.5807
Training.gain.with.only.deciduous_broadleaf_forest,0.0491,0.055,0.057,0.0539,0.0492,0.0511,0.0452,0.0481,0.0571,0.0537,0.0519
Training.gain.with.only.deciduous_needleleaf_forest,0.0188,0.0215,0.0194,0.0199,0.0176,0.0187,0.0175,0.0205,0.0187,0.0202,0.0193
Training.gain.with.only.evergreen_broadleaf_forest,0,0,0,0,0,0,0,0,0,0,0
Training.gain.with.only.evergreen_needleleaf_forest,0.3643,0.3957,0.3774,0.376,0.3813,0.3892,0.3598,0.3694,0.3786,0.3642,0.3756
Training.gain.with.only.grasslands,0.0732,0.0847,0.0733,0.0739,0.0733,0.0729,0.0682,0.0748,0.0788,0.0786,0.0752
Training.gain.with.only.mixed_forests,0.9155,0.9268,0.9137,0.9254,0.9235,0.9132,0.9164,0.9185,0.9285,0.9058,0.9187
Training.gain.with.only.open_shrublands,0.1833,0.1917,0.186,0.1831,0.186,0.1876,0.1886,0.1847,0.1934,0.1886,0.1873
Training.gain.with.only.precipitation_of_wettest_quarter.1,0.9372,0.9262,0.9225,0.9338,0.9485,0.943,0.9431,0.9291,0.9239,0.9397,0.9347
Training.gain.with.only.precipitation_of_wettest_quarter.2,0.5827,0.5697,0.5701,0.5768,0.5822,0.5843,0.581,0.5722,0.5648,0.5633,0.5747
Training.gain.with.only.precipitation_of_wettest_quarter.3,0.9485,0.9516,0.9304,0.9503,0.945,0.9445,0.9378,0.9283,0.9516,0.9452,0.9433
Training.gain.with.only.precipitation_of_wettest_quarter.4,0.6917,0.6937,0.675,0.6945,0.6945,0.688,0.6894,0.6874,0.6977,0.6856,0.6898
Training.gain.with.only.savannas,0.0248,0.0254,0.0237,0.0231,0.025,0.0235,0.0242,0.0227,0.02,0.0222,0.0235
Training.gain.with.only.snow_ice,0.003,0.0028,0.0031,0.0025,0.0024,0.0031,0.0028,0.0023,0.0026,0.0023,0.0027
Training.gain.with.only.urban_areas,0.3813,0.3817,0.3761,0.4152,0.4059,0.3912,0.3858,0.4212,0.3839,0.3823,0.3925
Training.gain.with.only.wetlands,0.0533,0.051,0.051,0.0545,0.0498,0.0538,0.052,0.0528,0.0549,0.0494,0.0522
Training.gain.with.only.woody_savannas,0.0661,0.074,0.07,0.0686,0.0682,0.074,0.0625,0.0731,0.0658,0.0618,0.0684
Test.gain.without.barren_vegetation,2.0499,2.0281,2.0629,2.0445,2.032,2.0089,2.0667,2.0618,2.1506,2.148,2.0653
Test.gain.without.closed_shrubland,2.0443,2.0272,2.0683,2.0383,2.0304,2.0021,2.056,2.0574,2.1487,2.1467,2.0619
Test.gain.without.croplands,2.0029,1.9922,2.0322,1.9639,1.9683,1.9465,2.0062,2.0067,2.0898,2.0982,2.0107
Test.gain.without.deciduous_broadleaf_forest,2.0576,2.0235,2.0562,2.0452,2.0315,2.0014,2.0611,2.0591,2.1532,2.1464,2.0635
Test.gain.without.deciduous_needleleaf_forest,2.0491,2.0213,2.0606,2.0421,2.038,2.0034,2.0607,2.0565,2.1459,2.1448,2.0622
Test.gain.without.evergreen_broadleaf_forest,2.0456,2.0265,2.0631,2.0435,2.0326,2.0062,2.0545,2.0593,2.1516,2.1508,2.0634
Test.gain.without.evergreen_needleleaf_forest,2.0092,2.017,2.0575,1.9941,2.0035,1.9971,2.0228,2.0314,2.118,2.1057,2.0356
Test.gain.without.grasslands,2.0267,2.0021,2.0643,2.0051,2.0055,1.9768,2.0269,2.0477,2.1217,2.1213,2.0398
Test.gain.without.mixed_forests,2.0253,2.0208,2.0662,2.0221,2.0129,1.9862,2.0399,2.0554,2.1339,2.135,2.0498
Test.gain.without.open_shrublands,2.0475,2.0324,2.0539,2.0384,2.0246,1.9972,2.051,2.0554,2.162,2.1499,2.0612
Test.gain.without.precipitation_of_wettest_quarter.1,1.9858,1.9423,2.0125,1.9586,1.9417,1.9325,1.9885,1.9952,2.0553,2.078,1.989
Test.gain.without.precipitation_of_wettest_quarter.2,1.8696,1.8156,1.9157,1.8125,1.8018,1.8334,1.8879,1.8883,1.9058,1.9233,1.8654
Test.gain.without.precipitation_of_wettest_quarter.3,2.0363,2.0175,2.0501,2.0324,2.0345,2.0012,2.0451,2.0516,2.1419,2.1543,2.0565
Test.gain.without.precipitation_of_wettest_quarter.4,2.0323,2.0116,2.0644,2.0231,2.0027,1.9741,2.0359,2.0422,2.1436,2.1396,2.0469
Test.gain.without.savannas,2.0497,2.0287,2.0598,2.0419,2.0315,2.0061,2.0582,2.0599,2.1531,2.1478,2.0637
Test.gain.without.snow_ice,2.045,2.0206,2.0647,2.0403,2.0299,2.0005,2.0584,2.0565,2.1531,2.1434,2.0612
