,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species (average)
X.Training.samples,558,558,558,558,558,558,558,558,558,558,558
Regularized.training.gain,32.4557,34.9029,14.287,3598586.1488,3.1901,378.2135,146328.6743,254791.3562,32636.3516,4.712,403281.0292
Unregularized.training.gain,78.5984,84.9433,42.319,10610670,3.5629,1086.627,637213.6,604149.8,91691.14,16.5814,1194504
Iterations,10000,10000,10000,1180,2240,10000,6940,1500,2140,10000,6400
Training.AUC,0.9841,0.9836,0.9837,0.5053,0.9835,0.9638,0.5163,0.5132,0.9733,0.9836,0.839
X.Test.samples,139,139,139,139,139,139,139,139,139,139,139
Test.gain,2.8141,3.0361,32.2754,-2526744.8082,3.3302,20.0926,423892.9822,-59887.7851,68304.6197,33.7664,-209433.9677
Test.AUC,0.9747,0.9789,0.9782,0.5035,0.9803,0.9698,0.5136,0.515,0.9693,0.9818,0.8365
AUC.Standard.Deviation,0.003,0.0027,0.003,0.0036,0.0023,0.004,0.0071,0.0086,0.0101,0.002,0.0046
X.Background.points,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
barren_vegetation.contribution,0.5223,0.1253,0.3435,0,0.0014,0.0094,0.0371,0.0215,0.1433,0.8891,0.2093
closed_shrubland.contribution,0.0099,0.0187,0.022,0,2e-04,0.1713,3e-04,1e-04,0.001,0.0062,0.023
croplands.contribution,0.8805,1.3212,4.2328,0,0.0225,0.2306,0.9348,5e-04,0.0033,0.0203,0.7646
deciduous_broadleaf_forest.contribution,0.0131,0.0153,0.0278,0,1e-04,0.019,1e-04,1e-04,4e-04,0.0023,0.0078
deciduous_needleleaf_forest.contribution,0.0838,0.1457,0.484,0,0.0034,0.0165,0.0583,0.0215,0.1434,0.8884,0.1845
evergreen_broadleaf_forest.contribution,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.contribution,93.082,92.5866,78.4622,72.29,99.8723,96.5307,89.3012,97.3128,95.8479,74.2706,88.9556
grasslands.contribution,0.2389,0.2822,0.5814,0,0.0024,0.0903,2e-04,0.0146,9e-04,0.0052,0.1216
mixed_forests.contribution,0.0917,0.106,0.2343,0,0.0012,0.1985,4.0202,0.6718,1.3146,8.1449,1.4783
open_shrublands.contribution,0.0769,0.0698,0.1496,0.3035,9e-04,0.0905,0.0365,0.0667,0.3116,1.9305,0.3037
precipitation_of_wettest_quarter.1.contribution,0.9293,1.2766,5.4432,0,0.0455,0.3071,0.0012,7e-04,0.0047,0.0298,0.8038
precipitation_of_wettest_quarter.2.contribution,1.2958,1.1695,2.9015,0,0.0139,0.075,0.1107,2e-04,0.0013,0.0084,0.5576
precipitation_of_wettest_quarter.3.contribution,0.0461,0.0944,0.5707,0,0.0032,0.0139,1e-04,1e-04,4e-04,0.0031,0.0732
precipitation_of_wettest_quarter.4.contribution,0.0405,0.0244,0.0164,0,2e-04,0.0038,1.7543,0,3e-04,0.002,0.1842
savannas.contribution,0.0867,0.1296,0.3192,0,0.0022,0.1551,0.1365,0.079,0.5259,3.2584,0.4693
snow_ice.contribution,0.0338,0.0186,0.0347,0,2e-04,0.003,0,0,0,2e-04,0.0091
urban_areas.contribution,0.1667,0.2702,0.8617,0,0.0057,1.9164,0.0036,0.008,0.0021,0.0135,0.3248
wetlands.contribution,0.2471,0.2374,0.5493,0,0.0023,0.0108,0.1362,0.0788,0.5245,3.2497,0.5036
woody_savannas.contribution,2.155,2.1084,4.7656,27.4065,0.0224,0.1579,3.4688,1.7235,1.1744,7.2772,5.026
barren_vegetation.permutation.importance,2.6163,3.2114,2.9877,0.0096,2.8632,0.9861,0,0,2.4416,2.3469,1.7463
closed_shrubland.permutation.importance,0.0385,0.0437,0.0751,0,0.0638,0,0.0074,0,0.0365,0.0799,0.0345
croplands.permutation.importance,1.6387,4.623,1.7533,0,3.4242,0.2944,21.8891,0,1.1519,5.1577,3.9932
deciduous_broadleaf_forest.permutation.importance,0.1193,0.0583,0.0209,0,0.0506,0.6478,0,0,0.2409,0.0507,0.1188
deciduous_needleleaf_forest.permutation.importance,0.0747,0.1561,0.1665,0,0.2013,1.0275,0,0,0.3067,0.2597,0.2193
evergreen_broadleaf_forest.permutation.importance,0,0,0,0,0,0,0,0,0,0,0
evergreen_needleleaf_forest.permutation.importance,0.973,1.3829,1.3266,84.8045,1.1593,2.3884,45.5444,100,0,1.406,23.8985
grasslands.permutation.importance,2.0243,1.2376,0.6875,0,0.9672,1.1136,0,0,2.7155,2.9223,1.1668
mixed_forests.permutation.importance,0.6005,0.3919,0.7471,0,0.7208,0.8977,0,0,0.55,0.5948,0.4503
open_shrublands.permutation.importance,0.1831,0.2008,0.6049,15.1762,0.2183,1.2142,0,0,0.4589,0.3067,1.8363
precipitation_of_wettest_quarter.1.permutation.importance,77.5057,74.6783,76.0132,0,76.9153,61.7913,0,0,71.0818,71.6069,50.9592
precipitation_of_wettest_quarter.2.permutation.importance,8.739,7.384,6.7718,0,6.2306,22.5939,10.0614,0,13.5578,7.629,8.2968
precipitation_of_wettest_quarter.3.permutation.importance,0.9501,2.3317,4.2463,0,2.0022,1.1517,0.0074,0,3.5337,3.6531,1.7876
precipitation_of_wettest_quarter.4.permutation.importance,0.0901,0,0.0231,0,0.5769,0.2784,0,0,0.024,0.0696,0.1062
savannas.permutation.importance,0.6162,0.69,0.6793,0,0.5594,1.4367,0,0,0.9218,0.5486,0.5452
snow_ice.permutation.importance,0.1514,0.0562,0.0042,0,0.0503,0.0202,0,0,0.0292,0.0179,0.0329
urban_areas.permutation.importance,1.1014,0.7103,1.0982,0.0096,0.9859,1.8071,0,0,0.7022,1.1723,0.7587
wetlands.permutation.importance,0.1576,0.3053,0.5053,0,0.3443,0.1764,0.0074,0,0.3721,0.4204,0.2289
woody_savannas.permutation.importance,2.42,2.5385,2.2891,0,2.6662,2.1746,22.4828,0,1.8754,1.7574,3.8204
Training.gain.without.barren_vegetation,32.5879,31.922,35.4001,2852722.3056,3.1761,4429770.9737,73158.5962,54748.0084,401796.8973,5.0747,781230.4942
Training.gain.without.closed_shrubland,37.9772,31.7776,20.2473,4062445.2745,3.1825,720002.4276,464279.2315,21361.7107,25712.4753,4.1637,529389.8468
Training.gain.without.croplands,32.2483,34.2837,31.9393,77418620,3.1532,323973.5,108909.5,231403.2,4402488,4.747,8248550
Training.gain.without.deciduous_broadleaf_forest,33.4213,32.656,14.8301,26001.94,3.1877,25897,1279272,73749.08,7316139000,5.9649,731754400
Training.gain.without.deciduous_needleleaf_forest,67.7671,32.7713,14.3714,10677370,3.1698,205582.6,521.761,92429.62,11416.69,4.5833,1098744
Training.gain.without.evergreen_broadleaf_forest,34.1021,31.5728,14.5186,450248.3938,3.1901,758539.6354,97626.5942,78760.7652,439189.0366,4.6699,182445.2479
Training.gain.without.evergreen_needleleaf_forest,3.112,3.0468,3.0577,3.076,3.0619,3.0425,3.0381,3.0495,2.9977,3.0538,3.0536
Training.gain.without.grasslands,32.6123,32.8672,14.3664,1141960.37,3.1685,56.8255,45.9366,24268.838,4266476.8049,4.6593,543289.6449
Training.gain.without.mixed_forests,32.7228,32.6656,14.3881,2443240,3.1713,1099957000,24678.5,10665.15,735672600,4.2324,183810900
Training.gain.without.open_shrublands,32.7007,32.2776,35.2887,16649.496,3.1793,158829.4557,15005.0308,10122.3262,2504448.5013,11.7987,270517.0055
Training.gain.without.precipitation_of_wettest_quarter.1,32.5106,39.7228,15.1188,21998.43,3.0969,100175300000,157.3252,1131051,90730.08,5.1847,10017660000
Training.gain.without.precipitation_of_wettest_quarter.2,32.5825,33.6547,14.1436,2337341.3724,3.1068,161633.7325,507.5628,1125952.4333,964816.0883,4.4056,459033.9083
Training.gain.without.precipitation_of_wettest_quarter.3,33.1883,32.642,43569.44,4072104,3.1537,713935.4,23105.27,39911110,363054.6,31.483,4512698
Training.gain.without.precipitation_of_wettest_quarter.4,32.8556,47.7126,14.1259,173739.4585,3.1821,114471.4458,255.6732,21315.4556,1252716.6587,5.6071,156260.2175
Training.gain.without.savannas,35.3,32.1692,17.3136,1257166,3.1448,11181540,29260.99,1180542,547176,4.2448,1419577
Training.gain.without.snow_ice,32.5997,32.3603,14.1865,314116.2,3.1883,18382330,387130.2,38835.21,18190.01,27.2677,1914071
Training.gain.without.urban_areas,32.2729,32.2432,14.3057,9889364,3.1122,57704.26,287799.2,21928.45,175327600,4.1622,18558450
Training.gain.without.wetlands,32.7013,35.7443,14.8608,1804434,3.1647,252172800,7286.414,2034196,6141472,4.7849,26216030
Training.gain.without.woody_savannas,32.6528,33.5607,28.5827,53087.6982,3.1344,184965.4842,61164.5793,646071.3493,2060325.0188,8.6016,300572.0662
Training.gain.with.only.barren_vegetation,0.447,0.4488,0.4501,0.4485,0.447,0.4479,0.4511,0.447,0.4479,0.4479,0.4483
Training.gain.with.only.closed_shrubland,0.0068,0.0078,0.0043,0.008,0.0042,0.0052,0.0072,0.003,0.0124,0.004,0.0063
Training.gain.with.only.croplands,0.3293,0.3288,0.3235,0.3351,0.3353,0.334,0.3316,0.3339,0.3342,0.3396,0.3325
Training.gain.with.only.deciduous_broadleaf_forest,0.0322,0.0323,0.0313,0.0314,0.0312,0.0303,0.0329,0.0321,0.0363,0.032,0.0322
Training.gain.with.only.deciduous_needleleaf_forest,0.0389,0.047,0.0553,0.0465,0.0352,0.0504,0.0422,0.0487,0.0396,0.0473,0.0451
Training.gain.with.only.evergreen_broadleaf_forest,0,0,0,0,0,0,0,0,0,0,0
Training.gain.with.only.evergreen_needleleaf_forest,24006.3587,32.6194,1653.5725,46565.0039,1.3972,203198.9143,170022.2033,36016.1495,1953.0445,11205.2999,49465.4563
Training.gain.with.only.grasslands,0.6167,0.6098,0.6212,0.6084,0.5944,0.606,0.6044,0.596,0.6137,0.6379,0.6109
